,positivo
29430,emplazamiento
29431,"hotel muy bien ubicado, cerca del centro, el desayuno estuvo ciertamente bien, pero aún así una selección limitada"
29432,bien situado - en el centro - todo fácilmente accesible - cerca de la estación
29433,"habitación cómoda, excelente ubicación, justo en el centro"
29434,la idea de estar en el cine!
29435,la ubicación era excelente. El personal muy amable y disponible en cualquier momento. Fueron muy amables al asignarnos la habitación temática según nuestra solicitud.
29436,"Hotel con excelente ubicación, justo en el centro. hotel sencillo pero confortable. Las habitaciones temáticas son bonitas. personal muy amable y servicial."
29437,La decoración con temática cinematográfica se ha implementado íntegramente en todas las zonas del hotel. eso se ve muy lindo.
29438,"Habitación pequeña, baño funcional. todo muy limpio. personal extremadamente amable y servicial. Habitación con poco intercambio de aire ya que daba al patio interior."
29439,esta en el centro
29440,proximidad al centro y transporte público
29441,"La ubicación era perfecta en la estación norte. Ubicado en una calle lateral tranquila, por lo que no hay molestias de tráfico. mucho ruido de los establecimientos de restauración. El desayuno era ruidoso, pero estaba bien y con mucha variedad."
29442,"cama cómoda, baño también, desayuno generoso,"
29443,excelente ubicación. desayuno abundante. cama muy cómoda. Un agradecimiento especial a Valentina por la acogida y los excelentes consejos.
29444,posición
29445,la ubicación ideal para descubrir Valencia. el personal amable y servicial.
29446,"Excelente ubicación, habitación muy limpia, baño bonito y limpio, personal amable. sala de diseño."
29447,"estructura acogedora, habitaciones temáticas verdaderamente originales, personal amable y muy servicial, ubicación central"
29448,"Excelente ubicación, a un paso de la plaza del ayuntamiento, puedes visitar fácilmente los principales atractivos, lo más alejado es el distrito de las artes y las ciencias pero con un agradable paseo por un parque puedes llegar fácilmente también. La habitación era grande y espaciosa, ¡lo mismo para el baño! anfitrión súper amable:"
29449,"Era un hotel bonito, las habitaciones no eran demasiado grandes pero tenían todo lo necesario para un fin de semana en Valencia. además de los productos de ducha rituals, maravillosos. y estás directamente en el centro de la ciudad."
29450,la situación
29451,la ubicación
29452,que puedo decir todo fue perfecto
29454,el desayuno era bueno y la ubicación excelente en cwntru m sta.
29455,"personal muy agradable. Habitación de buen tamaño, con una cama muy grande. bien equipado, falta un portamaletas como suele ser el caso, ¡pero no lo necesitaba!  cuarto de baño muy decente, aunque no muy grande, y sin estantes ni ganchos"
29456,ubicación muy central excelente relación calidad-precio
29457,"la ubicación, el desayuno"
29458,"Naturalmente, el tema de este hotel ya es un regalo para este cinéfilo. y el tema rocoso se implementó muy bien en la sala. la habitación estaba limpia. El baño cumplía con todos los requisitos modernos y estaba equipado con productos rituales. las camas están bien. la ubicación es realmente fantástica."
29459,"el hotel estaba limpio y el personal era agradable. desayuno bastante variado. La ubicación es estupenda, cerca de la estación de tren y a pocos pasos de los lugares de interés y de la plaza del casco antiguo. El pequeño balcón era un buen complemento a la habitación."
29460,"Muy buena ubicación a poca distancia de la estación de tren. ubicación tranquila. Habitaciones súper bonitas, camas maravillosas y personal muy agradable. realmente recomendado. todo está a poca distancia, pero el alquiler de bicicletas, los autobuses y el metro están a la vuelta de la esquina."
29461,posición
29463,excelente ubicación personal muy amable
29464,"Excelente ubicación en el centro de la ciudad, fácil acceso en transporte público, desayuno abundante, personal amable y educado."
29465,personal amable y servicial. ubicación fantástica. Desayuno delicioso y variado.
29466,Hotel en una excelente ubicación para caminar por la ciudad. Paradas de transporte público a 5-10 min andando. habitación acogedora y cálida. buen y variado desayuno buffet
29467,"la ubicación excepcional, el desayuno, la persona de recepción de la mañana muy amable: hablaba español, pero despacio para que se entendieran bien todas las indicaciones. Después del check out les preguntamos si podían guardarnos las maletas, volamos a las 8 pm, no hay problema, vinimos a las 5 pm a recogerlas."
29468,Buen hotel a la entrada del casco antiguo. Habitación sencilla pero limpia y cómoda. Buen desayuno o también opciones a la vuelta de la esquina.
29469,proximidad al centro buen desayuno
29470,"excelente ubicación. Personal muy amable y servicial, disponible en cualquier momento."
29471,"Hotel en una ubicación súper central. Habitación básica pero con todo lo necesario, cama muy cómoda. todos los dias dejan dulces personal super agradable y buen desayuno"
29473,"Excelente ubicación en el centro, buen desayuno, personal de recepción muy amable y acogedor."
29474,la ubicación y el personal amable
29475,"Excelente ubicación en el centro, personal muy amable."
29476,"Ubicación súper central, personal amable, habitaciones limpias y bien cuidadas, desayuno abundante para todos los gustos, excelente precio."
29477,"Lugar acogedor, personal amable, excelente ubicación."
29478,hermosa ubicación!!!! Las habitaciones son bonitas al estilo de una película.
29479,ubicación
29480,"Ubicación central, habitación limpia y desayuno, personal servicial que también habla un poco de italiano."
29481,"la ubicación, habitación con balcón"
29482,"El Sr. Noureddine, el recepcionista, fue muy acogedor, amable y atento. GRACIAS"
29483,posición
29484,Apartamento muy original. cosita muy bonita.
29485,"orden, ubicación, doru ac"
29486,ubicación personal servicial ok desayuno
29487,"el personal fantástico, la ubicación mejor de lo esperado, el buen desayuno, las habitaciones no son perfectas pero lo compensaron con la vivacidad y amabilidad de la estructura"
29488,"la ubicación, excelentemente comunicado"
29489,"Me gustó la cálida bienvenida. cuando descubrieron que uno de los días de nuestra estancia era el cumpleaños de mi hijo le trajeron unos regalos! ¡Una sorpresa completamente inesperada y verdaderamente bienvenida! Además, la estructura está limpia, la ubicación es excelente y el desayuno es abundante y realmente bueno, ¡especialmente los postres!"
29490,"Ubicación muy céntrica, muy conveniente para visitar todo el centro. Muy buena acogida, también disponible para ayudar a reservar visitas-atracciones para aquellos que no son muy inteligentes. desayuno dividido en un rincón dulce con fruta, zumos, varios tipos de mini croissants, leche y leche de soja y cereales; Zona salada con varios tipos de pan para tostar, quesos simples y embutidos, tortilla, revueltos, cafetera para bebidas calientes. Posibilidad de dejar su equipaje en el hotel si el vuelo es por la tarde."
29491,"Todo lo que necesitabas estaba ahí, muy conveniente para todo. El personal de recepción es educado, profesional y le ayudará si lo necesita, así que enhorabuena. un 10 a la chica italiana de la mañana, la chica muy simpática de Foggia cuyo nombre no recuerdo... bien hecho a todos."
29492,"Habitaciones pequeñas pero muy limpias y cómodas, el servicio es maravilloso, el establecimiento está bien situado, no tendrás que utilizar el coche... el desayuno es consistente y variado."
29493,"sabroso desayuno, gran selección. parada de autobús a 50 m, estación de metro a aprox. 200-300metros"
29494,"¡Muy bonito hotel temático! ubicación perfecta para viajar en transporte y especialmente a pie, personal muy amable, eficiente y comprensivo"
29495,ubicación central
29496,el tema es la cama muy cómoda
29497,la gente que trabaja allí
29498,ubicación y vueltas al cine
29499,"Las habitaciones eran lo suficientemente grandes y cada habitación tenía un tema diferente después de ser decorada. el desayuno era bueno y el personal era muy amable. El hombre de recepción siempre nos dio buenos consejos. La ubicación del hotel era genial, ya que se puede llegar al casco antiguo y visitarlo a pie. También hay parada de autobús, estación de metro..."
29500,"Excelente personal que habla inglés y es servicial. Ubicación de fácil acceso cerca del centro a pocos minutos a pie del centro antiguo. parada de autobús y parada de taxis a la vuelta de la esquina. Después del check-out y de un vuelo de regreso retrasado, podrá dejar temporalmente su equipaje bajo supervisión en la consigna de equipaje. El desayuno está bien con panecillos recién hechos y todo lo básico disponible."
29501,"Excelente ubicación, mala limpieza de la habitación."
29502,gerentes de tribunales de servicio
29503,"hotel muy bien ubicado, buen desayuno. Bonita y bien decorada habitación. baño un poco anticuado."
29504,"Excelente ubicación, buen y abundante desayuno."
29505,"Ubicación, disponibilidad del personal, desayuno buffet, servicio de habitaciones todos los días."
29506,buen desayuno y ubicación
29508,"La ubicación es excelente, el desayuno excelente, el personal muy amable, un hotel con buena relación calidad/precio."
29509,la ubicación
29510,"Las exclusivas habitaciones del hotel presentan temas cinematográficos, lo que hace que su estancia sea especial. El desayuno no dejó nada que desear y la ubicación muy céntrica en el casco antiguo era ideal para hacer turismo."
29511,Excelente ubicación y muy buen desayuno.
29512,extremadamente central
29513,"el hotel está situado a 100 m del centro histórico. el metro está cerca para ir al aeropuerto líneas 5 y 3 la acogida del personal, la limpieza de la habitación sin alfombra!  ¡es ideal! el desayuno la amabilidad del portero nocturno que nos reservó un taxi a las 3:00 a.m."
29514,"Hotel bonito, acogedor, limpio y bien mantenido. Ubicación perfecta a la vuelta de la esquina del ayuntamiento, cerca de metro, autobús y tren, apenas tráfico en la calle y acogedores restaurantes en la calle. el personal es amable y servicial. el desayuno está bien."
29515,"La ubicación es ideal para explorar Valencia. El casco antiguo está a la vuelta de la esquina, al igual que la estación de metro y si desea explorar los alrededores, también puede llegar a la estación de tren en 5 minutos."
29516,"Ubicación excelente, muy central. delicioso y delicioso desayuno."
29517,"hotel situado en el centro de la ciudad... a 5 minutos del ayuntamiento, bancos, autobuses, restaurantes... el desayuno está bien, con una buena elección a veces faltan bolsitas de té para el desayuno..."
29518,"Ubicación, recepción 24 horas, baño con ventana."
29519,"Ubicación conveniente en relación con el casco antiguo, tiendas, restaurantes y metro hasta el mar o el aeropuerto. Muy bueno, desayuno abundante que se reponía constantemente. elección de almohadas suaves o más firmes."
29520,"Excelente ubicación cerca de la plaza del ayuntamiento donde salen la mayoría de los autobuses, metro cerca también. Hay muchos restaurantes cerca, puedes hacer muchas cosas a pie. el personal fue muy amable y atento a nuestras necesidades. El desayuno es muy bueno y variado, dulce y salado. la habitación está limpia, tiene aire acondicionado y da a una calle peatonal bastante tranquila. Hay consigna de equipaje, muy práctica. ¡Tuvimos una estancia estupenda allí!"
29521,"desayuno completo, muy buena ubicación"
29522,"Cerca del centro, desde aquí puedes caminar fácilmente a todo lo que hay en la ciudad."
29523,"la ubicación central, la habitación, la cama cómoda, el desayuno."
29524,"Hotel en una excelente ubicación central, muy cerca de las distintas paradas de autobús y metro, una estructura interior bien cuidada con diseños temáticos al igual que las habitaciones. Buen desayuno con mucha variedad, tanto dulce como salado. Muy buena calidad/precio, muy recomendable para unos días en la ciudad."
29525,la ubicación era genial
29526,la ubicación era genial
29527,Excelente ubicación así como desayuno: realmente bueno.
29528,"la ubicación es excelente, el personal muy amable y servicial. una estructura que está cerca de la parada de metro. camas cómodas y limpieza excepcional"
29529,"Ubicación para descubrir Valencia para una visita breve, relación calidad-precio."
29530,"Hotel en el centro, a 5 minutos andando de la estación, metro y diversas paradas de autobús. Mi habitación era cómoda, tranquila y limpia. El personal muy amable te da la posibilidad de dejar las maletas incluso después del check out, el desayuno es rico en alimentos dulces y salados y la calidad de la comida es realmente buena. El baño quizás era un poco pequeño, no hay bidet pero está equipado con todas las comodidades y equipamiento. Viajé solo y la estadía en este hotel hizo el viaje aún más placentero recomendado pulgar hacia arriba tono de piel claro medio"
29531,"Hotel muy céntrico, muy limpio y personal muy amable. muy recomendado"
29532,"Excelente ubicación, muy conveniente, justo en el centro, cerca del transporte público y del metro, personal muy amable, volveremos."
29533,"personal super amable, excelente ubicación."
29534,Buena ubicación a las afueras del centro histórico. Excelente por su cercanía a la estación principal. Le permite visitar fácilmente la ciudad vieja y la ciudad nueva. Estructura recién reformada pero con espacios muy reducidos sobre todo en los baños.... pero no falta nada aparte del minibar de la habitación que en mi opinión es necesario en la época estival. por lo demás agradable y tranquilo. excelente desayuno continental.
29535,"la decoración, la ubicación, el personal."
29536,ubicación... desayuno... personal
29537,muy buena ubicación y habitación muy limpia. bienvenido y personal en la cima!
29538,Mucha variedad y excelente desayuno.
29539,"la ubicación y la amabilidad del personal, en particular Valentina fue espléndida en sus consejos llenos de pasión."
29540,ubicación en el centro en la esquina una panadería donde puedes desayunar
29541,"la ubicación era excelente. el tema del cine original y atractivo. y sobre todo el personal: amable, sonriente, servicial, amable, en definitiva, ¡perfecto!"
29542,bastante bien por el precio.
29543,"Personal muy amable y servicial, excelente ubicación, buen desayuno."
29544,buen desayuno
29545,en el centro y buena habitación.
29546,la habitación y el baño están muy limpios. la ubicación es perfecta
29547,la ubicación era genial. El aire acondicionado funcionó bien. la cama está bien.
29548,- ubicación absolutamente privilegiada para visitar Valencia a pie sin necesidad de utilizar transporte público ni nada más. - limpieza de la estructura y de las habitaciones. - amabilidad del personal. -cama y almohadas muy cómodas. - disponibilidad de botellas de agua dulce por 1 - 2 euros. - baño pequeño pero equipado con todo lo necesario y funcional - aire acondicionado perfecto - habitación pequeña pero bonita y bien amueblada - posibilidad de desayunar por 9 euros servicio no utilizado por nosotros
29549,"Excelente ubicación, realmente en el medio del centro antiguo."
29550,"buena ubicación, limpio"
29551,ubicación superior; habitación súper limpia; el desayuno es completamente suficiente
29552,"Ubicación perfecta para explorar la ciudad, ¡muy central! ¡Estacionamiento cercano!"
29553,¡La habitación en general es buena!
29554,"Personal muy amable, desayuno delicioso, habitación limpia con balcón."
29556,la ubicación más brillante. para el desayuno. del personal.
29557,desayunar y ubicar el!!
29558,"eficiente, limpio, silencioso"
29559,amabilidad del personal
29561,Todo
29562,la ubicación... la estructura sencilla y limpia pero sobre todo la amabilidad y cortesía del personal.
29563,personal de ubicación
29564,la estructura es muy central y muy acogedora. El personal siempre está disponible para ayudarnos y darnos consejos sobre cómo moverse y qué visitar.
29565,Excelente ubicación en el casco antiguo de la ciudad y muy cerca del metro al aeropuerto.
29566,desayuno. cosméticos en el baño. servicio
29567,", ."
29568,la ubicación es realmente ideal. el personal es muy amable y sonriente.
29569,cama comoda
29570,"La habitación era básica, limpia, con una cama cómoda y una ubicación cerca de la estación. personal servicial y muy amable."
29571,bufé
29572,"la ubicación la ubicación era genial. La habitación estaba bien, limpia y con una buena ducha con un potente chorro de agua."
29573,localiza el. desayuno y amplia habitación 701 con baño incluido para 3 4 adultos.
29574,muy bien ubicado
29575,la ubicación
29576,La ubicación es muy conveniente para visitar el centro histórico. el desayuno era bueno.
29577,"Excelente ubicación, buen desayuno, habitación cómoda aunque un poco pequeña."
29578,"ubicación, servicios, baño"
29579,"Fantástica ubicación, céntrica y a poca distancia del centro y sin calle a pesar de la ubicación. No faltaba nada para el desayuno. La habitación es pequeña, pero funciona bien y es acogedora. El personal está muy dispuesto a ayudar y habla un inglés perfecto."
29580,Ubicación muy céntrica. Garaje público para motos a 200 m.
29581,"las camas cómodas y el baño muy correcto. la situación en el centro muy adecuada, muy cerca de todos los puntos de interés del casco antiguo y con buena accesibilidad al transporte público."
29582,"Ubicación perfecta, habitación con bonito baño y cama cómoda."
29583,muy céntrico.
29584,"Excelente ubicación en el centro histórico, personal amable y servicial, desayuno variado y de buena calidad."
29585,"Ubicación, limpieza, disponibilidad."
29586,la ubicación del hotel no podría ser mejor.
29587,La ubicación es excelente y el desayuno es muy bueno.
29588,excelente ubicación
29589,"La ubicación perfecta, habitación muy pequeña pero con todo lo necesario. Baño nuevo, ducha grande, cama cómoda. Personal amable y recepción abierta las 24 horas del día."
29590,"la ubicación, los productos ofrecidos en la habitación y la cómoda cama"
29591,la ubicación y buen desayuno
29592,"buen desayuno, ubicación perfecta"
29593,"excelente ubicación, excelente desayuno"
29594,"la ubicación central era impresionante. el desayuno era bueno. y rico. Las habitaciones eran un poco estrechas, al igual que el baño y el aseo. Pero como estás en movimiento todo el tiempo, no importa mucho. Estabas justo en el centro de la ciudad. y eso fue lo principal"
29595,buen desayuno excelente ubicación cama demasiado pequeña
29596,Ubicación y amplia habitación con balcón francés.
29597,"la ubicación es excelente cerca de todos los sitios históricos, incluso a pie para ir a la ciudad de las ciencias a 3 km"
29598,desayuno y ubicación
29599,La estructura está ubicada en un punto estratégico. en el centro de las atracciones más bellas.
29600,"Fantástica ubicación, todo cerca. detrás de la plaza principal de la plaja d juntamiento"
29601,"Buen y abundante desayuno, ubicación central, por lo tanto estratégica para visitar la ciudad a pie."
29602,lema alicia en el país de las maravillas
29603,"La ubicación conveniente, muy cerca de la plaza del ayuntamiento, le permite llegar a pie a las principales atracciones del centro histórico. El personal siempre me pareció servicial y amable. muy buen desayuno."
29604,", .                                                              : , , , .                       ,"
29605,Ubicación perfecta para visitar la ciudad.
29606,"El personal fue increíblemente amable y servicial, especialmente en recepción."
29607,"muy céntrico, personal muy amable"
29608,ubicación y amabilidad
29609,Al baño le faltaba la válvula y el bidé.
29610,ubicación del hotel
29611,"excelente ubicación, excelente servicio. Un buen hotel para pasar la noche si no tienes intención de pasar mucho tiempo en las habitaciones."
29612,la ubicación es excelente y el personal es amable y servicial
29613,la ubicación
29614,"la ubicación era excelente! buen desayuno! El personal de recepción fue muy servicial, en particular el chico que trabajó por la tarde nos ayudó mucho."
29615,Vimos todo según lo planeado. fue genial. arriba cuando está encadenado.
29616,"excelente ubicación personal muy servicial, en particular Valentina muy amable y agradable habitación muy grande con baño grande y ducha que funciona bien desayuno muy bueno y abundante en general un 2 estrellas que vale 3!!!"
29617,ubicación y decoración
29618,"maravillosa ubicación, personal super amable y servicial, desayuno abundante con una amplia variedad"
29619,"Buena ubicación, habitación y baño muy limpios con todos los productos en el baño. buen desayuno. El hotel está en el corazón del centro de la ciudad y está ocupado. Me gustaría decir que la habitación en la que me quedé era pequeña, lo cual no es un problema para mí y mi esposo, ya que priorizamos mantenerla limpia. Caminamos todo el día, el hotel es para dormir y ducharnos."
29620,"Excelente ubicación, habitación limpia, buenos servicios. lo recomiendo ampliamente"
29621,"excelente solución, posición estratégica para llegar al centro, baños un poco viejos pero por lo demás todo excelente"
29622,Excelente ubicación en el corazón de la ciudad. Una persona muy amable y comunicativa en la recepción. una idea interesante para la decoración de una sala de cine y música.
29623,excelente desayuno y personal amable
29624,"Hotel muy bonito, ubicación excelente y idea de decoración muy interesante. Dedicar cada habitación a una película es realmente cautivador."
29625,excelente ubicación!
29626,Todo bien en general y personal muy amable.
29627,"Habitaciones sencillas pero limpias, excelentes para estancias de pocos días y con mínimo equipaje. Ducha grande y cómoda. El baño también tenía una pequeña ventana. Desayuno con buena variedad. personal muy amable. Ubicación muy central. Yo volvería."
29628,la ubicación era perfecta
29629,ubicación muy central
29630,buena ubicación justo en el centro. buen desayuno.
29631,"servicios, desayuno, ubicación ventajosa"
29632,"Personal muy amable, ubicación muy conveniente."
29633,"Excelente ubicación, muy céntrico y cerca de la estación del metro. super desayuno, comparable a un 4 estrellas, huevos, tocino, sándwiches, postres, fruta, yogur, etc. realmente mucha variedad y calidad. el personal atento y servicial. excelente limpieza. Nos cambiaron las toallas todos los días y todo estaba muy limpio. aconsejado."
29635,todos los bienvenidos el lugar la ciudad
29636,Ubicación perfecta y fácilmente accesible en metro.
29637,primera ubicacion!
29638,"la ubicación es fenomenal.  centro tranquilo, cerca de todo. el servicio es muy agradable y educado. En el lado positivo, cada habitación lleva el nombre de una película."
29639,"Ubicación excepcional, desayuno muy bueno y variado."
29640,", .                  , .             .                .          1-2.         - !                           !"
29641,"el hotel tiene una excelente posición para visitar los principales lugares de interés histórico y artístico, bien comunicado mediante transporte, sirve un excelente desayuno con buena relación calidad-precio."
29642,", ."
29643,la ubicación extremadamente conveniente y el personal muy amable y educado
29644,"Excelente ubicación, absolutamente genial, justo en el centro, cerca del casco antiguo. servicio muy agradable y servicial. cama cómoda. un hotel que vale la pena recomendar a un precio razonable teniendo en cuenta el nivel y la ubicación que ofrece."
29645,"Buena ubicación central, personal amable, habitación excelente, camas cómodas, baño adecuado y limpio, desayuno excelente."
29647,"Muy buena ubicación, personal eficiente y agradable. excelente desayuno"
29648,recepción y ubicación
29649,"Excelente ubicación, a unos cientos de metros del centro. Personal amable con buenas sugerencias de lugares para comer. el desayuno buffet es sencillo"
29650,"La ubicación central, todo está a poca distancia. personal muy amable y servicial. Habitación tranquila con vista al patio trasero."
29651,"lo mejor es la ubicación del hotel. prácticamente al lado de la parada de metro, directamente desde el aeropuerto 20 minutos. la estación de tren está a tiro de piedra. y la ciudad misma, todo en su lugar. y al mismo tiempo en una calle tranquila. revelación. Recomiendo."
29652,hotel muy bien ubicado. habitación agradable. personal amable.
29653,en el centro
29654,"excelente ubicación, personal muy amable, muy buen desayuno, buenas camas"
29655,"Me gustó la ubicación muy cerca del centro. todos los medios de transporte están a mano, estación de tren, metro, autobuses, etc. el hotel está muy limpio, el personal fue muy amable y servicial, el desayuno estuvo lo suficientemente rico como para empezar el día con energía... al llegar pude dejar mi equipaje hasta la hora del check-in. Como el día de la salida no pudimos desayunar, nos prepararon un bocadillo y agua a cada uno para el viaje."
29656,"Excelente ubicación, cerca del metro, de las principales paradas de autobús y a pocos metros de la entrada al centro histórico. Cerca del hotel también hay muchos lugares para comer, beber o tomar un café. La estructura no es nueva y se nota especialmente en las habitaciones, pero es muy funcional, limpia y tiene todo lo necesario. Felicitaciones al personal de recepción, profesional y servicial al dar consejos, pero sobre todo amable y servicial. Un súper cumplido para el desayuno, de un hotel de 4 estrellas y además recibido de una manera amigable y profesional y listo para resolver cualquier problema."
29657,Excelente ubicación para visitar el centro de la ciudad y también muy conveniente para el transporte.
29658,"Muy bien situado, en el centro del casco antiguo. Desayuno básico pero lo suficientemente bueno."
29659,"ubicación, limpieza y amabilidad"
29660,Hotel súper céntrico para visitar la ciudad y con transporte súper conveniente para moverse.
29661,"la recepción del personal, eficiente. la ubicación es excepcional"
29662,posición
29663,"personal muy servicial y atento. Tuve que organizar muchas cosas con mi viaje yo mismo y me ayudaron enormemente con consejos, sitios, aplicaciones, etc. Muy bueno porque el transporte público en España funciona un poco diferente de lo que piensas."
29664,"Bienvenida muy amable, habitación limpia."
29665,"Ubicación central, buena relación calidad-precio. la estructura está en un edificio en el centro, las habitaciones no son nuevas y los baños tampoco, pero considerando la oferta de otras estructuras cercanas el costo es muy competitivo."
29666,"personal amable, gran desayuno."
29667,"Hotel limpio, bienvenida amable, muy buena ubicación cerca del casco antiguo, wifi eficiente."
29668,"Ubicación fantástica: centro de la ciudad cis e. muy cerca de paradas de autobús, metro, comercios, restaurantes. servicio amable y servicial. cómodas habitaciones."
29669,Excelente ubicación tanto para llegar desde el aeropuerto como para desplazarse por la ciudad.
29670,la ubicación
29671,"la ubicación es súper buena, el desayuno es bueno, la cama es excelente, al igual que el interior de la habitación."
29672,el hotel está situado en el centro. Muy buena ubicación para descubrir la ciudad. el personal es agradable y da buenos consejos. los desayunos son buenos. .
29673,Ubicación muy céntrica cerca de casi todas las atracciones. proximidad al metro en la misma línea que el aeropuerto
29674,"muy cerca de la estación de tren y del centro histórico, frente al hotel hay bares y restaurantes. cama cómoda y habitación tranquila."
29675,mucho estuvo bien db versus bueno
29676,la cortesía del personal. la ubicación era excelente. habitación silenciosa.
29677,"Personal muy servicial, excelente ubicación y buen desayuno."
29678,"El personal es muy servicial y muy mimo, las chicas de recepción son super"
29679,ubicación en el centro de la ciudad.
29680,"buena ubicación, personal amable"
29681,posición
29682,la ubicación es perfecta y el personal igual.
29683,posición
29684,"todo, especialmente la ubicación"
29685,El personal de recepción es muy servicial y da consejos sobre todo. la ubicación entre la estación del norte y la piazza dell anjuntamento. buen y completo desayuno
29687,
29688,"¡Ático súper de lujo con habitaciones muy grandes!  en el último piso del hotel. buena cama grande, bonito baño, balcón. muy bien decorado."
29689,posición
29690,"Habitaciones no grandes, pero sí amplio guardarropa, diseño individual de las habitaciones, motivos cinematográficos, ubicación céntrica y tranquila, desayuno suficiente, hotel con el buen aspecto antiguo de Valencia"
29691,la situación
29692,Excelente bienvenida de Alberto! ¡Fue muy amable al ayudarnos con cualquier información que le pedimos! ¡Excelente ubicación para moverse por la ciudad!
29693,la ubicación en el centro histórico
29694,la ubicación es perfecta
29695,Ubicación realmente ideal con entrada a una calle peatonal. personal muy amable.
29696,"Personal muy agradable y disponible para proporcionarnos información. Muy bonita decoración con un guiño a una famosa trilogía. hotel muy bien ubicado, tranquilo del ruido de la ciudad. muy cerca de transporte público, comercios y restaurantes. Aire acondicionado muy apreciable durante este período."
29697,"Ubicación perfecta para visitar la ciudad. Tenemos un perro y fue muy bien recibido, incluidas croquetas de bienvenida y cuencos disponibles."
29698,"la ubicación central, el personal muy amable, el desayuno"
29699,la ubicación
29700,"en el centro, garaje a pocos metros en una calle lateral del hotel, 22 días; zona tranquila, buen desayuno"
29701,la ubicación del hotel
29702,"servicio de los empleados, especialmente Paola, ubica el"
29703,"La ubicación es preciosa, cerca de estaciones y restaurantes, ¡y el personal es excelente!"
29704,Excelente relación calidad-precio y muy buena ubicación.
29705,excelente ubicación
29706,"La ubicación es perfecta cerca de todos los puntos turísticos y de la estación de tren si vas a salir de Valencia para visitar otros lugares. la gente de recepción muy amable. Si tienes un vuelo nocturno y tienes maletas, podrás dejarlas en la consigna de forma totalmente gratuita. Desayuno variado, tienes mucho para elegir."
29707,"aire acondicionado, baño, bonita temática de la habitación, desayuno variado"
29708,la ubicación es excelente. Camine dos calles y estará en el centro antiguo. El transporte público también está a dos cuadras.
29709,"Ubicación en el centro de la ciudad, calidad de productos y toallas."
29710,la ubicación del hotel muy tranquilo por la noche habitación pequeña pero muy correcta muy funcional
29711,"Excelente ubicación para un viaje a la ciudad. cerca de la estación de metro xativá y del centro. Hotel en una pequeña calle tranquila. No te preocupes por las multitudes. el desayuno era bueno. Las camas estaban bien, demasiado pequeñas para personas altas."
29712,ubicación hospitalidad ambiente precio
29713,"la amabilidad, la amabilidad del personal. las camas y las almohadas son particularmente cómodas. El servicio de alquiler de bicicletas del hotel es excelente. buen desayuno. cuartos limpios"
29714,"Habitación pequeña pero bonita con un hermoso balcón, personal muy amable, desayuno mejorable."
29715,"muy buena ubicación. Hotel limpio, ropa de cama de buena calidad, desayuno normal."
29716,"buena idea del tema del cine, personal amable en la recepción"
29717,Es un buen hotel en Valencia para visitar la ciudad y utilizarlo como base.
29718,"Ubicación muy conveniente en el centro y las principales atracciones, excelentes restaurantes en la zona y todos los autobuses a poca distancia. personal excelente, habitaciones muy amables y temáticas!!"
29719,La proximidad a la ciudad es una ventaja y también lo es el precio. el personal es muy serio y servicial.
29720,El hotel está muy bien situado con todos los transportes cerca.
29721,Ubicación muy céntrica a unos pasos de la plaza de la virgen y del Ayuntamiento. recepción abierta las 24 horas del día
29722,personal amable y excelente desayuno
29723,Habitaciones temáticas de cine muy bonitas y el baño con dos lavabos muy cómodo. Me gustó mucho la cama que tenía dos almohadas por persona y un colchón muy cómodo.
29724,"Buen concepto hptel. Ubicación céntrica, cerca del centro, transporte público, buen desayuno variado. personal amable y servicial y regalos regulares."
29725,localizar el desayuno
29726,la ubicación
29727,ubicación
29728,Hotel muy bien situado para recorrer a pie el centro histórico de Valencia.
29729,excelente ubicación
29730,Ubicación y desayuno bien teniendo en cuenta el precio.
29731,la ubicación
29732,"Ubicación muy central, personal muy amable, excelente desayuno. excelente relación calidad-precio"
29733,la ubicación
29734,la ubicación
29735,"Habitaciones temáticas individuales, excelente ubicación, he estado aquí varias veces y siempre volvería a reservar"
29736,habitación súper limpia. y la ubicación: justo en el centro y además muy cerca de parada de metro y autobús.
29737,"ubicación, habitación espaciosa"
29738,centralidad y el hecho de que responde a todas las necesidades básicas.
29739,emplazamiento
29740,"Excelente ubicación, excelente desayuno, camas cómodas, personal súper amable."
29741,hola!!! todo muy bueno!!!
29742,"Excelente ubicación, muy céntrico. cerca de metro y autobús. Personal muy amable y servicial, casi todos los días encontramos un mensaje o un poema y un pequeño obsequio en la habitación. buen desayuno."
29743,la ubicación. la relación calidad-precio
29744,Hotel sencillo con ubicación perfecta. en una calle tranquila del centro. A 150 metros de la estación de metro Zativa con conexión directa al aeropuerto con líneas 3 y 5.
29745,"buena ubicación, muy cerca del metro al aeropuerto, ayuda buena y amable, cama maravillosa"
29746,"La ubicación es muy buena, muy céntrica. Hotel temático, con decoración divertida. No utilizamos el desayuno, pero existe esta opción para quienes lo deseen. Además, hay varias cafeterías cercanas. Está en una calle peatonal, por lo que es posible que algunos conductores no quieran entrar. A nosotros no nos pasó esto, ni a la llegada ni a la salida, pero si tuvieras que caminar hasta la esquina para coger un taxi o Cabify no sería problema, ni siquiera con el equipaje: está muy cerca y el suelo es liso. Una ventaja es que tiene ascensor."
29747,"Ubicación privilegiada, en el centro pero tranquilo."
29748,ubicación
29749,personal muy amable! ubicación central!
