,comentario_general
37904,No se corresponde con lo ofrecido en las reservas.
37906,"muy agradable, recomendado"
37907,aceptable
37909,excepcional
37910,"No volveré, ninguna recomendación para una estancia más larga."
37911,albergue súper agradable
37912,excepcional
37913,excepcional
37915,arriba
37916,excepcional
37917,Definitivamente regresaría
37918,súper
37919,excepcional
37920,Si quiero que sea más tranquilo entonces no este alojamiento.
37921,excepcional
37922,muy bien
37923,increíble
37924,"Increíble, ya reservé allí de nuevo."
37925,40 años con amigos: el mejor lugar: máxima relación calidad/precio
37926,excepcional
37927,servicio superior
37929,excepcional
37931,", 50"
37932,excepcional
37933,me encantó
37934,excepcional
37937,excepcional
37938,descubre valencia
37939,mal
37940,fantástico
37941,"buena acogida, limpieza y comodidad pero demasiado ruidoso y demasiada gente"
37942,relajante
37943,excepcional
37944,excepcional
37945,moderado
37946,aceptable
37948,
37949,excepcional
37950,excepcional
37951,buen albergue en una buena ubicación
37953,excepcional
37954,10 10
37955,excelente relación calidad-precio
37956,excepcional
37957,excepcional
37958,pulgar hacia arriba
37959,pésimo
37960,"Está bien, pero no es el albergue acogedor que había imaginado al leer los comentarios."
37961,Debido al desagradable episodio me veo obligado a desaconsejar la estructura.
37963,excepcional
37964,aceptable
37965,excepcional
37966,excepcional
37967,buen precio calidad
37968,excepcional
37970,chispas maravillosas chispas chispas
37971,el mejor albergue en el que me he alojado
37973,horrible
37974,¡Yo también volvería mañana!
37975,excepcional
37976,"buena ubicación, mal nivel"
37977,excepcional
37978,excepcional
37979,excepcional
37980,excepcional
37981,excepcional
37982,excepcional
37983,excepcional
37984,aceptable
37985,excepcional
37986,excepcional
37987,excepcional
37988,excepcional
37989,excepcional
37990,excepcional
37991,Gran albergue para viajeros: todo lo que necesitas y más.
37992,excepcional
37993,excepcional
37994,Fue el mejor hostal en el que me alojé en España.
37996,pésimo
37997,pésimo
37998,excepcional
37999,excepcional
38002,espectacular
38003,excepcional
38004,excepcional
38006,excepcional
38008,No volvería...
38009,excepcional
38010,excepcional
38012,tranquilo y agradable
38016,Me quedo aquí cada vez que vengo a Valencia. El mejor albergue de España.
38017,lleno de tensión
38018,bueno pero con cosas a mejorar
38019,albergue para todas las edades
38020,excepcional
38021,"Para mí, un gran viaje turístico con un alojamiento agradable y barato, aunque ya estoy envejeciendo."
38022,mal
38023,excepcional
38024,1ª experiencia en un albergue juvenil y fue muy buena.
38025,excepcional
38026,ola
38027,horrible
38028,aceptable
38030,aceptable
38031,excepcional
38032,no es bueno
38033,lamentablemente no hay recomendación
38035,Estructura muy bonita y grande. Muy limpio y cerca del transporte público y del centro.
38036,excelente
38037,pésimo
38038,excepcional
38039,excepcional
38040,"Así que nunca más en tu vida, aunque tengas que dormir en la calle."
38041,Todo bien
38042,excepcional
38044,excepcional
38045,pésimo
38048,excepcional
38049,aceptable
38050,excepcional
38051,excepcional
38052,gran albergue con excelentes ubicaciones
38055,buena relación calidad-precio
38059,¡no vengas aquí!
38061,la mejor ubicación para un albergue
38062,ok bonito hostal
38063,excepcional
38064,volvió de nuevo.
38066,aceptable
38067,Reservé mujer y me colocaron en un mixto.
38068,excepcional
38069,un fin de semana largo lleno de grandes reuniones y visitas
38070,aceptable
38071,excepcional
38073,inolvidable
38075,valencia mejor albergue
38076,excelente
38078,bastante modesto...
38079,fue maravilloso
38081,excepcional
38082,pésimo
38083,excepcional
38084,excepcional
38085,perfecto
38086,excepcional
38087,¡Volvería y lo recomendaría!
38088,excepcional
38089,"Si es una estancia más larga recomiendo buscar un lugar más cómodo, con instalaciones más modernas."
38090,"Está súper limpio, el personal es agradable y las cabañas para dormir son muy prácticas."
38091,excelente ubicación y personal muy servicial
38092,excepcional
38093,excepcional
38095,excepcional
38096,"inquieto, pero agradable aparte de eso."
38097,excepcional
38098,abdou oran argelia
38099,excepcional
38100,excepcional
38101,aceptable
38102,aceptable
38103,problemas de dentición
38104,Hostal extremadamente ruidoso con baño sucio. Camas limpias y cómodas.
38105,excepcional
38106,
38107,excepcional
38108,aceptable
38109,aceptable
38110,Si sigo en Valencia buscaré alojamiento allí.
38111,muy mal
38112,excepcional
38113,mal
38114,Discreto pero esperaba baños más accesibles.
38115,excepcional
38116,razonable
38118,excepcional
38120,albergue recomendado
38121,excepcional
38122,freno citi valencia
38123,excepcional
38124,Recomiendo este lugar.
38125,falta de trato con los turistas
38126,Excelente ya que cumplió muy bien con mis expectativas. Vuelvo enseguida.
38127,", !"
38129,"Básicamente es un buen alojamiento, ¡pero sufre mucho por el estado de suciedad!"
38130,", el albergue del río!"
38131,
38132,Me encantó mi estancia
38134,excepcional
38135,excepcional
38137,excelente ubicación.
38138,decepcionante
38139,excepcional
38141,excepcional
38143,mal
38144,BIEN
38145,
38147,excepcional
38148,excepcional
38149,excepcional
38150,excepcional
38151,excepcional
38152,excepcional
38153,excepcional
38155,"excelente hostal, me encantó la infraestructura, el personal y la ubicación!"
38156,excepcional
38157,excepcional
38158,increíble
38159,excepcional
38160,excepcional
38161,excepcional
38162,agradable
38164,razonable
38165,excepcional
38166,parfait
38167,No me alojaría allí de nuevo.
38168,excepcional
38169,excepcional
38170,agradable
38172,excepcional
38173,excepcional
38174,gran albergue con buenas instalaciones
38176,bien
38178,excepcional
38179,albergue de moda justo en el casco antiguo
38180,excepcional
38181,mal
38183,buena relación calidad-precio
38184,¡Recomiendo!
38185,"estancia pasable, no genial"
38186,excepcional
38187,excepcional
38188,¡excelente!
38189,¡arriba!
38191,"Gran potencial, pero poca atención."
38192,excepcional
38193,excepcional
38194,"de lo contrario, hubiera sido bueno."
38195,pésimo
38196,relajante y enriquecedor
38197,excepcional
38199,recomendado
38203,excepcional
38204,valencia guay
38205,excepcional
38207,
38208,aceptable por el precio barato
38209,"Gran estancia, se lo recomiendo a todo el mundo."
38210,este albergue es estupendo.
38212,excepcional
38213,noches de insomnio
38214,excepcional
38215,recomiendo
38216,todo estuvo bien.
38217,aceptable
38219,excelente
38220,aceptable
38221,excepcional
38222,aceptable
38223,excepcional
38225,excelente albergue
38227,Amabilidad extrema de todo el personal y muy buena limpieza en general.
38228,parfait
38229,excepcional
38230,excepcional
38231,excepcional
38232,Bonito y trabajador albergue con lamentablemente poco confort.
38233,BIEN
38234,"bonito y acogedor, me gustaría volver."
38236,excepcional
38237,mierda
38244,BIEN
38245,BIEN
38246,BIEN
38249,BIEN
38253,BIEN
38266,BIEN
38270,BIEN
38271,BIEN
38275,BIEN
38277,BIEN
38291,BIEN
38294,BIEN
38298,BIEN
38301,BIEN
38320,BIEN
38324,BIEN
38330,BIEN
38331,BIEN
38352,BIEN
38357,BIEN
38367,BIEN
38378,BIEN
38380,BIEN
38387,BIEN
38388,BIEN
38393,BIEN
38402,BIEN
38403,BIEN
38406,BIEN
38415,BIEN
38418,BIEN
38419,BIEN
38420,BIEN
38423,BIEN
38431,BIEN
38432,BIEN
38434,BIEN
38435,BIEN
38436,BIEN
38437,BIEN
38449,BIEN
38457,BIEN
38473,BIEN
38478,BIEN
38480,BIEN
38481,BIEN
38482,BIEN
38485,BIEN
38494,BIEN
38498,BIEN
38502,BIEN
38503,BIEN
38505,BIEN
38506,BIEN
38527,BIEN
38528,BIEN
38532,BIEN
38538,BIEN
38547,BIEN
38557,BIEN
38561,BIEN
38567,BIEN
38569,BIEN
38580,BIEN
38585,BIEN
38590,BIEN
38597,BIEN
38599,BIEN
38618,BIEN
38621,BIEN
38629,BIEN
38632,BIEN
38639,BIEN
38652,BIEN
38653,BIEN
38654,BIEN
38655,BIEN
38656,BIEN
38660,BIEN
38666,BIEN
38667,BIEN
38670,BIEN
38673,BIEN
38674,BIEN
38681,BIEN
38686,BIEN
38688,BIEN
38689,BIEN
38691,BIEN
38706,BIEN
38707,BIEN
38714,BIEN
38719,BIEN
38727,BIEN
38735,BIEN
38736,BIEN
38737,BIEN
38738,BIEN
38739,BIEN
38743,excepcional
38745,excepcional
38746,agradable
38747,pésimo
38748,excepcional
38749,excepcional
38750,excepcional
38752,excepcional
38753,excepcional
38754,aceptable
38756,excepcional
38757,excepcional
38758,excepcional
38759,aceptable
38760,excepcional
38761,excepcional
38763,excepcional
38764,excepcional
38765,aceptable
38766,excepcional
38767,excepcional
38768,excepcional
38770,excepcional
38771,mal
38772,pésimo
38773,aceptable
38774,excepcional
38775,excepcional
38776,muy mal
38777,excepcional
38778,excepcional
38779,excepcional
38780,aceptable
38781,excepcional
38782,excepcional
38783,excepcional
38784,excepcional
38786,aceptable
38787,excepcional
38789,excepcional
38790,excepcional
38791,excepcional
38792,excepcional
38793,excepcional
38794,excepcional
38795,excepcional
38796,excepcional
38797,excepcional
38798,excepcional
38799,excepcional
38800,aceptable
38801,excepcional
38802,excepcional
38804,aceptable
38805,excepcional
38806,excepcional
38807,mal
38809,excepcional
38810,excepcional
38811,excepcional
38812,excepcional
38813,excepcional
38814,excepcional
38815,excepcional
38816,excepcional
38817,excepcional
38818,excepcional
38819,excepcional
38820,excepcional
38821,excepcional
38823,excepcional
38824,excepcional
38825,pésimo
38826,excepcional
38827,excepcional
38828,excepcional
38829,excepcional
38831,excepcional
38832,excepcional
38833,aceptable
38834,excepcional
38835,excepcional
38837,excepcional
38838,excepcional
38839,aceptable
38840,excepcional
38841,excepcional
38842,excepcional
38843,excepcional
38844,excepcional
38845,excepcional
38846,excepcional
38847,excepcional
38848,excepcional
38849,excepcional
38851,excepcional
38852,excepcional
38853,excepcional
38854,excepcional
38855,excepcional
38856,excepcional
38857,excepcional
38858,excepcional
38859,excepcional
38860,excepcional
38861,excepcional
38862,excepcional
38863,excepcional
38864,excepcional
38865,el mejor hostel
38866,excepcional
38867,excepcional
38868,excepcional
38869,excepcional
38870,excepcional
38871,excepcional
38873,excepcional
38874,excepcional
38875,excepcional
38876,excepcional
38877,excepcional
38878,excepcional
38879,excepcional
38880,excepcional
38881,excepcional
38882,excepcional
38883,excepcional
38884,excepcional
38885,excepcional
38887,excepcional
38888,excepcional
38889,excepcional
38890,excepcional
38891,excepcional
38892,excepcional
38893,excepcional
38894,pésimo
38895,excepcional
38896,excepcional
38898,excepcional
38899,excepcional
38900,excepcional
38901,excepcional
38902,excepcional
38903,excepcional
38904,excepcional
38905,excepcional
38906,excepcional
38907,excepcional
38908,excepcional
38909,excepcional
38910,excepcional
38911,excepcional
38912,muy mal
38913,aceptable
38914,excepcional
38915,pésimo
38916,excepcional
38917,excepcional
38918,excepcional
38919,excepcional
38920,excepcional
38921,excepcional
38922,excepcional
38923,excepcional
38924,excepcional
38925,excepcional
38927,excepcional
38928,aceptable
38929,excepcional
38935,muy mal
38936,excepcional
38937,excepcional
38938,excepcional
38940,pésimo
38942,excepcional
38943,aceptable
38944,excepcional
38945,excepcional
38946,excepcional
38947,excepcional
38948,excepcional
38949,excepcional
38950,excepcional
38951,excepcional
38952,excepcional
38953,excepcional
38954,pésimo
38955,excepcional
38956,excepcional
38957,excepcional
38958,excepcional
38959,excepcional
38960,excepcional
38961,excepcional
38962,excepcional
38963,excepcional
38964,excepcional
38966,excepcional
38967,excepcional
38968,excepcional
38969,excepcional
38970,excepcional
38971,excepcional
38972,excepcional
38973,excepcional
38974,excepcional
38976,excepcional
38977,excepcional
38978,excepcional
38979,excepcional
38980,excepcional
38981,excepcional
38982,aceptable
38983,excepcional
38984,excepcional
38985,excepcional
38986,excepcional
38987,excepcional
38988,excepcional
38989,aceptable
38990,excepcional
38991,aceptable
38992,excepcional
38993,excepcional
38995,excepcional
38996,excepcional
38997,excepcional
38998,excepcional
38999,excepcional
39000,excepcional
39001,excepcional
39003,excepcional
39004,excepcional
39005,excepcional
39007,aceptable
39008,excepcional
39009,muy mal
39010,excepcional
39011,excepcional
39012,aceptable
39013,excepcional
39014,excepcional
39015,excepcional
39016,excepcional
39017,excepcional
39018,excepcional
39019,excepcional
39020,excepcional
39021,excepcional
39022,excepcional
39023,excepcional
39025,excepcional
39026,excepcional
39027,excepcional
39028,excepcional
39029,excepcional
39030,excepcional
39031,excepcional
39032,excepcional
39033,excepcional
39034,excepcional
39035,excepcional
39036,excepcional
39037,excepcional
39038,excepcional
39039,excepcional
39041,excepcional
39042,excepcional
39043,excepcional
39044,excepcional
39045,excepcional
39046,excepcional
39047,excepcional
39048,excepcional
39049,mal
39050,excepcional
39052,excepcional
39053,excepcional
39054,excepcional
39055,excepcional
39056,excepcional
39058,excepcional
39059,excepcional
39060,excepcional
39061,excepcional
39062,pésimo
39063,excepcional
39064,excepcional
39065,excepcional
39067,excepcional
39068,excepcional
39069,excepcional
39070,excepcional
39071,aceptable
39072,excepcional
39073,excepcional
39074,excepcional
39075,excepcional
39076,excepcional
39077,excepcional
39079,excepcional
39080,excepcional
39081,excepcional
39082,excepcional
39083,excelente
39084,excepcional
39085,aceptable
39086,pésimo
39087,muy mal
39088,excepcional
39089,excepcional
39090,excepcional
39091,excepcional
39092,excepcional
39095,aceptable
39096,excepcional
39097,excepcional
39098,excepcional
39099,excepcional
39100,excepcional
39101,excepcional
39102,excepcional
39103,excepcional
39104,excepcional
39105,excepcional
39106,excepcional
39108,excepcional
39109,excepcional
39110,excepcional
39111,excepcional
39112,excepcional
39113,excepcional
39114,excepcional
39115,excepcional
39116,excepcional
39117,excepcional
39118,aceptable
39119,excepcional
39120,aceptable
39121,excepcional
39122,excepcional
39123,excepcional
39125,excepcional
39126,excepcional
39127,excepcional
39128,excepcional
39129,¡todo bien!
39130,excepcional
39131,excepcional
39132,excepcional
39133,excepcional
39134,excepcional
39135,excepcional
39136,excepcional
39137,excepcional
39138,excepcional
39139,excepcional
39140,excepcional
39141,excepcional
39142,excepcional
39143,excepcional
39144,excepcional
39145,excepcional
39146,excepcional
39147,excepcional
39148,excepcional
39150,excepcional
39151,excepcional
39152,excepcional
39153,excepcional
39154,aceptable
39155,aceptable
39156,excepcional
39157,excepcional
39158,excepcional
39159,excepcional
39160,excepcional
39162,excepcional
39163,excepcional
39165,excepcional
39166,pésimo
39167,excepcional
39168,mal
39169,excepcional
39170,aceptable
39171,excepcional
39172,excepcional
39173,excepcional
39174,excepcional
39176,excepcional
39177,excepcional
39178,excepcional
39179,excepcional
39180,excepcional
39181,excepcional
39182,excepcional
39184,excepcional
39185,excepcional
39186,excepcional
39187,excepcional
39189,excepcional
39190,excepcional
39215,BIEN
39216,BIEN
39228,BIEN
39231,BIEN
39235,BIEN
39239,BIEN
39241,BIEN
39244,BIEN
39245,BIEN
39248,BIEN
39250,BIEN
39253,BIEN
39254,BIEN
39258,BIEN
39262,BIEN
39273,BIEN
39275,BIEN
39276,BIEN
39281,BIEN
39287,BIEN
39288,BIEN
39295,BIEN
39297,"Servicio perfecto, habitaciones limpias, localización perfecta, el personal es muy agradable. volveré."
39298,BIEN
39300,BIEN
39303,BIEN
39309,BIEN
39311,BIEN
39312,BIEN
39322,BIEN
39323,BIEN
39324,BIEN
39327,BIEN
39331,BIEN
39340,BIEN
39346,BIEN
39353,BIEN
39356,BIEN
39366,BIEN
39379,BIEN
39380,BIEN
39384,BIEN
39396,BIEN
39406,BIEN
39413,BIEN
39429,BIEN
39438,BIEN
39441,BIEN
39447,BIEN
39455,BIEN
39457,BIEN
39469,Hostal muy bonito y limpio por el precio ofrecido.
39476,BIEN
39480,BIEN
39481,BIEN
39490,BIEN
39491,BIEN
39494,BIEN
39497,BIEN
39499,BIEN
39508,BIEN
39509,BIEN
39514,BIEN
39520,BIEN
39521,BIEN
39529,BIEN
39532,BIEN
39534,BIEN
39542,"excelente ubicación. Muy cerca del centro, de la estación Nord y de las principales atracciones. personal muy amable."
39543,BIEN
39544,BIEN
39545,BIEN
39549,BIEN
39551,BIEN
39554,BIEN
39555,BIEN
39556,BIEN
39564,BIEN
39566,BIEN
39567,BIEN
39569,BIEN
39571,BIEN
39575,BIEN
39585,BIEN
39589,gran albergue. buena ubicación.
39594,BIEN
39596,BIEN
39605,BIEN
39618,BIEN
39624,BIEN
39626,BIEN
39631,"Todo fue perfecto, pero por favor agrega un poco de jabón o champú en las duchas."
39634,BIEN
39640,BIEN
39648,BIEN
39664,BIEN
39668,es un albergue. puedes confiar en ello. hace lo que tiene que hacer:
39672,BIEN
39675,excepcional
39676,excepcional
39677,excepcional
39678,excepcional
39679,excepcional
39680,pésimo
39681,excepcional
39682,excepcional
39683,excepcional
39685,excepcional
39686,excepcional
39687,excepcional
39688,excepcional
39689,excepcional
39690,excepcional
39691,pésimo
39692,pésimo
39693,excepcional
39696,excepcional
39697,excepcional
39698,excepcional
39699,aceptable
39700,excepcional
39702,excepcional
39704,excepcional
39705,excepcional
39706,"Gran lugar para alojarse, muchas actividades, personal amable."
39707,excepcional
39708,excepcional
39709,excepcional
39710,excepcional
39711,excepcional
39712,excepcional
39714,excepcional
39715,excepcional
39716,aceptable
39718,excepcional
39719,excepcional
39720,excepcional
39721,excepcional
39722,excepcional
39723,excepcional
39724,excepcional
39725,excepcional
39726,excepcional
39727,excepcional
39728,excepcional
39729,excepcional
39731,excepcional
39732,excepcional
39733,excepcional
39734,"Mi estancia en el hostal fue cómoda y segura, el personal es alegre y servicial."
39735,excepcional
39736,excepcional
39737,excepcional
39738,excepcional
39739,excepcional
39740,excepcional
39742,excepcional
39743,excepcional
39744,excepcional
39745,aceptable
39746,excepcional
39747,excepcional
39748,excepcional
39749,excepcional
39750,excepcional
39751,excepcional
39752,excepcional
39753,excepcional
39754,excepcional
39755,excepcional
39756,excepcional
39757,excepcional
39758,excepcional
39759,excepcional
39760,excepcional
39761,excepcional
39762,pésimo
39763,excepcional
39764,pésimo
39765,excepcional
39766,excepcional
39767,excepcional
39768,excepcional
39769,excepcional
39770,excepcional
39771,excepcional
39772,excepcional
39773,excepcional
39774,excepcional
39776,excepcional
39777,excepcional
39779,excepcional
39780,excepcional
39781,excepcional
39782,mal
39783,excepcional
39784,aceptable
39787,excepcional
39788,excepcional
39789,excepcional
39790,excepcional
39791,excepcional
39792,excepcional
39793,excepcional
39794,excepcional
39795,excepcional
39796,aceptable
39797,excepcional
39798,pésimo
39799,excepcional
39800,excepcional
39801,mal
39802,mal
39803,excepcional
39804,excepcional
39805,excepcional
39806,excepcional
39807,excepcional
39808,aceptable
39810,excepcional
39811,mal
39812,excepcional
39813,excepcional
39814,excepcional
39815,excepcional
39817,excepcional
39818,excepcional
39820,aceptable
39821,excepcional
39822,excepcional
39824,excepcional
39826,excepcional
39827,excepcional
39828,excepcional
39829,excepcional
39830,excepcional
39831,excepcional
39832,excepcional
39833,excepcional
39834,excepcional
39835,excepcional
39836,excepcional
39837,excepcional
39838,excepcional
39839,excepcional
39840,excepcional
39841,excepcional
39842,pésimo
39843,excepcional
39844,excepcional
39845,"el albergue fue genial. bonitas habitaciones con aire acondicionado y cajones que se pueden cerrar con llave, traiga su propia cerradura. el baño estaba bien, durante"
39847,aceptable
39849,excepcional
39850,mal
39851,excepcional
39852,excepcional
39853,excepcional
39854,excepcional
39855,excepcional
39856,excepcional
39857,excepcional
39858,excepcional
39859,excepcional
39860,excepcional
39861,excepcional
39862,excepcional
39863,aceptable
39865,excepcional
39866,excepcional
39867,excepcional
39868,excepcional
39869,excepcional
39871,excepcional
39872,excepcional
39873,excepcional
39874,excepcional
39875,excepcional
39876,excepcional
39877,excepcional
39879,excepcional
39881,excepcional
39882,excepcional
39883,excepcional
39884,aceptable
39885,mal
39887,pésimo
39888,aceptable
39889,aceptable
39890,excepcional
82,cómoda
654,agradable
1454,muy bien
5255,Ubicación perfecta y hotel súper bonito.
6683,prima hotel midden in het centrum pulgar hacia arriba pulgar hacia arriba
8037,agradable
9534,muy bien
14059,agradable
15202,de maravilla
15642,comodidad
16018,aceptable
18869,Recomiendo !!
18875,magnífica estancia en valencia bandera españa
19606,aceptable
22369,maravilloso fin de semana
22421,excelente servicio
22468,maravilloso!
23159,magnífica experiencia excepcional
24513,maravilloso hotel.
24937,excelente ubicación y excelente ambiente
28556,pulgar hacia arriba pulgar hacia arriba
28797,excelente hotel en buena ubicación
28922,gran costo y beneficio.
28936,¡excelente!
29022,excelente relación calidad-precio
29948,agradable
30049,agradable
30377,muy buena
30442,agradable
31562,agradable
31578,agradable
31674,estancia fenomenal
31702,personal muy top
31800,excelente estancia
31936,volvería al hotel
32071,caro y malo
32843,excelente
32972,excelente relación calidad-precio
33147,aceptable
34975,recomendado para jóvenes
35047,para una noche
35085,muy buen lugar para alojar
35221,servicio excelente
35269,"Está bien, regular."
35279,plácida
36067,valencia noviembre
36071,pésima y no recomendada hostal
36089,agradable
36116,pulgar hacia arriba
36122,muy recomendado!
36127,tiene lo necesario.
37070,voy a volver
37097,eu recomendo cara sonriendo con corazones
37261,buena experiencia
37489,una linda experiencia en valencia
38054,agradable
38235,agradable
38931,aceptable
39002,aceptable
39892,excepcional
39895,aceptable
39898,excepcional
39899,excepcional
39900,excepcional
39901,excepcional
39903,pésimo
39904,excepcional
39905,excepcional
39908,excepcional
39909,excepcional
39910,excepcional
39911,excepcional
39913,excepcional
39914,excepcional
39915,excepcional
39916,excepcional
39917,"cuando decidiste quedarte en un albergue, sí, estás en el camino correcto,"
39918,excepcional
39919,excepcional
39920,aceptable
39921,excepcional
39922,excepcional
39923,excepcional
39925,excepcional
39928,excepcional
39929,excepcional
39930,excepcional
39931,excepcional
39932,excepcional
39933,excepcional
39934,excepcional
39935,excepcional
39936,excepcional
39937,excepcional
39938,excepcional
39939,excepcional
39940,excepcional
39941,excepcional
39942,excepcional
39943,excepcional
39944,excepcional
39945,excepcional
39946,excelente
39947,excepcional
39948,"Personal competente, disponible y amable, excelentes instalaciones y ubicación. si buscas una excelente relación calidad-precio en"
39949,excepcional
39950,excepcional
39951,excepcional
39952,excepcional
39953,excepcional
39955,excepcional
39956,excepcional
39957,excepcional
39958,agradable
39959,excepcional
39960,excepcional
39961,excepcional
39962,excepcional
39963,Ubicación perfecta. gracias.
39964,agradable estancia cerca del centro. valor por dinero
39965,excepcional
39966,excepcional
39967,excepcional
39968,excepcional
39969,excepcional
39970,excepcional
39971,aceptable
39972,excepcional
39973,excepcional
39974,excepcional
39975,excepcional
39977,BIEN
39978,excepcional
39979,BIEN
39981,BIEN
39982,BIEN
39983,BIEN
39990,BIEN
39995,BIEN
39996,BIEN
39997,BIEN
39999,BIEN
40000,BIEN
40006,BIEN
40008,BIEN
40014,BIEN
40016,BIEN
40017,BIEN
40019,BIEN
40020,BIEN
40021,BIEN
40023,BIEN
40026,BIEN
40027,BIEN
40029,BIEN
40034,BIEN
40037,BIEN
40045,BIEN
40048,BIEN
40050,BIEN
40061,BIEN
40070,BIEN
40075,BIEN
40082,BIEN
40090,BIEN
40094,BIEN
40100,BIEN
40103,BIEN
40106,BIEN
40109,BIEN
40111,BIEN
40112,BIEN
40116,BIEN
40117,BIEN
40118,BIEN
40119,BIEN
40120,BIEN
40123,BIEN
40126,BIEN
40128,BIEN
40135,BIEN
40136,BIEN
40145,BIEN
40153,BIEN
40154,BIEN
40159,BIEN
40161,BIEN
40166,personal muy amable y competente
40185,BIEN
40187,BIEN
40192,BIEN
40196,BIEN
40198,BIEN
40201,"Fue perfecto, seguro, bien amueblado, almacenamiento seguro, equipaje y bebidas gratis."
40203,BIEN
40204,BIEN
40205,BIEN
40207,BIEN
40210,BIEN
40217,BIEN
40218,BIEN
40223,BIEN
40227,BIEN
40237,BIEN
40243,BIEN
40246,BIEN
40248,BIEN
40254,BIEN
40255,BIEN
40261,BIEN
40273,BIEN
40284,BIEN
40287,BIEN
40288,BIEN
40291,BIEN
40292,BIEN
40296,BIEN
40300,BIEN
40303,BIEN
40307,BIEN
40308,BIEN
40313,BIEN
40314,BIEN
40319,BIEN
40322,BIEN
40324,BIEN
40325,BIEN
40338,"genial, lo recomiendo mucho"
40341,BIEN
40348,BIEN
40350,BIEN
40354,BIEN
40355,BIEN
40356,BIEN
40361,BIEN
40364,BIEN
40368,BIEN
40372,BIEN
40376,BIEN
40379,BIEN
40384,BIEN
40391,BIEN
40393,BIEN
40403,BIEN
40406,BIEN
40408,BIEN
40409,BIEN
40411,BIEN
40417,BIEN
40420,muy recomendado
40421,BIEN
40423,BIEN
40428,BIEN
40432,BIEN
40438,BIEN
40443,BIEN
40449,BIEN
40457,BIEN
40460,BIEN
40461,BIEN
40465,BIEN
40468,BIEN
40469,BIEN
40470,BIEN
40471,BIEN
40474,BIEN
40476,BIEN
40478,BIEN
40481,BIEN
40485,BIEN
40487,BIEN
40493,BIEN
40495,BIEN
40505,BIEN
40511,BIEN
40516,BIEN
40522,Centro juvenil en una excelente ubicación. ¡Todo salió bien! Servicios siempre limpios. gran albergue!
40531,BIEN
40537,BIEN
40540,BIEN
40544,BIEN
40547,BIEN
40548,BIEN
40552,BIEN
40561,BIEN
40565,BIEN
40571,BIEN
40572,BIEN
40573,BIEN
40576,BIEN
40578,BIEN
40579,BIEN
40581,BIEN
40585,BIEN
40588,buen hostal en una ubicación central
40591,BIEN
40599,BIEN
40601,BIEN
40610,BIEN
40614,BIEN
40617,BIEN
40640,BIEN
40642,BIEN
40652,BIEN
40666,BIEN
40667,BIEN
40671,BIEN
40675,BIEN
40693,BIEN
40695,BIEN
40697,BIEN
40699,BIEN
40700,BIEN
40703,BIEN
40710,BIEN
40714,BIEN
40718,BIEN
40726,gran albergue. personal agradable y ubicación súper agradable.
40737,BIEN
40739,BIEN
40760,BIEN
40764,BIEN
40774,BIEN
40783,BIEN
40784,BIEN
40791,BIEN
40792,BIEN
40795,BIEN
40797,BIEN
40809,BIEN
40813,"Ubicación espectacular, cerca del centro y del Rio Turia con un personal joven y organizado disponible."
40814,BIEN
40823,BIEN
40831,BIEN
40842,BIEN
40851,BIEN
40856,BIEN
40859,BIEN
40866,BIEN
40873,BIEN
40875,BIEN
40878,BIEN
40882,BIEN
40885,BIEN
40903,BIEN
40906,BIEN
40907,"A pesar de compartir alojamiento, la estancia fue muy agradable, a excepción de 2 mujeres jóvenes y ruidosas..."
40911,BIEN
40914,BIEN
40916,BIEN
40921,BIEN
40930,BIEN
40931,BIEN
40936,BIEN
40941,BIEN
40951,excepcional
40952,excepcional
40953,excepcional
40954,excepcional
40955,excepcional
40956,pésimo
40957,excepcional
40958,excepcional
40959,excepcional
40960,excepcional
40961,excepcional
40963,excepcional
40964,excepcional
40965,excepcional
40966,excepcional
40967,excepcional
40969,excepcional
40970,excepcional
40971,excepcional
40972,excepcional
40974,excepcional
40975,excepcional
40976,excepcional
40977,excepcional
40978,excepcional
40981,excepcional
40982,excepcional
40983,excepcional
40984,excepcional
40986,excepcional
40987,excepcional
40988,aceptable
40989,aceptable
40990,pésimo
40991,excepcional
40992,excepcional
40993,excepcional
40994,excepcional
40995,excepcional
40996,excepcional
40997,excepcional
40999,excepcional
41000,aceptable
41002,excepcional
41003,excepcional
41004,excepcional
41005,aceptable
41006,excepcional
41007,mal
41008,pésimo
41009,excepcional
41010,excepcional
41011,excepcional
41012,excepcional
41013,excepcional
41014,excepcional
41015,excepcional
41016,excepcional
41017,muy mal
41018,excepcional
41019,excepcional
41020,excepcional
41021,excepcional
41022,excepcional
41023,excepcional
41024,excepcional
41025,excepcional
41026,excepcional
41027,excepcional
41028,excepcional
41031,aceptable
41032,aceptable
41033,aceptable
41034,"Albergue caro en una buena ubicación, con estándares de higiene de 1925."
41035,excepcional
41036,excepcional
41038,excepcional
41039,excepcional
41040,aceptable
41041,excepcional
41043,excepcional
41044,excepcional
41045,excepcional
41046,excepcional
41047,excepcional
41048,excepcional
41049,excepcional
41050,excepcional
41052,aceptable
41054,excepcional
41055,aceptable
41056,excepcional
41057,excepcional
41059,excepcional
41060,excepcional
41061,excepcional
41062,excepcional
41063,excepcional
41065,excepcional
41066,pésimo
41067,excepcional
41068,excepcional
41069,excepcional
41072,excepcional
41073,excepcional
41074,excepcional
41075,excepcional
41076,excepcional
41077,excepcional
