,negativo
47535,"Las habitaciones son anticuadas y un poco húmedas. El baño podría limpiarse mejor. Dormir con la ventana abierta no es posible a menos que puedas tolerar el ruido de la concurrida carretera, que rápidamente la vuelve sofocante."
47536,estacionamiento pago. ridículo.
47537,"Debido a que según el personal hacía frío afuera a las 18 durante el día, el aire acondicionado de la habitación no podía soplar aire frío, por lo que había una temperatura constante de 25 grados en la habitación."
47538,3 .                      .                               .                      .
47540,ruido de la calle a pesar de tener las ventanas cerradas
47541,La insonorización de los enchufes del pasillo no funcionaba.
47542,"la vista que teníamos en nuestra habitación. visto en los tejados de los edificios. Supuestamente es un hotel de 4 estrellas pero equivale a un tres o incluso 2 estrellas. Me sentí como si estuviera en un hotel barato rápidamente y, sin embargo, ese no es el caso. No volveré más, lo siento."
47543,"A pesar de la posibilidad de adquirir otra habitación en el hotel, no fue posible ampliar el horario de salida."
47544,"Me hubiera gustado tener una nevera pequeña para mantener el agua fría. lo que había en mi habitación, que no me pareció funcionar, al final resultó que solo servía para mantener una bebida a temperatura ambiente... no refrescaba nada"
47545,"las habitaciones necesitan una gran renovación. El desayuno mediocre, nivel de ruido muy alto en la sala de desayunos. el hotel correspondía a un hotel de 3 estrellas. Definitivamente no vale la pena."
47546,ubicación porque es muy ruidoso
47547,El wifi era terrible.
47548,"No me gustan las habitaciones sin posibilidad de abrir las ventanas. Habitación no insonorizada y, para ser una suite, suficiente limpieza, suciedad debajo de la cama y en algunos lugares del baño. además obras de las que no habíamos sido avisados ​​previamente en el pasillo desde las 8 de la mañana hasta la tarde todos los días"
47549,wifi y agua caliente insuficientes tal vez el único problema en mi habitación el desayuno debe mejorarse
47550,"La habitación estaba bien para los estándares españoles, todo estaba un poco desgastado, las ventanas no cerraban correctamente: no había insonorización y había un ruido típico español. En la sala de al lado había una gran obra de construcción de 9:30 a 17:30 horas. Se instaló un baño nuevo con Flexen, Boschhammer y el pasillo estaba totalmente sucio...."
47551,La habitación está muy mal aislada del ruido exterior de la calle. las ventanas no bloquean el ruido continuo de los coches que pasan durante toda la noche. La entrada al hotel y el acceso al ascensor no están controlados en absoluto. cualquiera puede subir las escaleras.
47552,"las obras. Cuando llegamos nadie nos avisó, desde la mañana hasta la tarde 8:30 am 9 am a 6 pm. Imposible dormir por la mañana o hacer una siesta por la tarde. irrespetuoso. polvo por todo el pasillo. mi pareja no dejó de estornudar durante toda la estancia debido a este polvo"
47553,"Ruidos que fluían en las tuberías del baño durante la mayor parte de la noche, seguramente debido a las tormentas, pero que eran muy perturbadores para un poco de sueño nocturno. Lo informé a la mañana siguiente y no hubo explicación ni reacción por parte del hotel."
47554,No consiguieron una cama doble. El precio del parque es exagerado: 14 euros por noche. la vista desde la habitación.
47555,"en el restaurante no había menú en inglés, en el baño no se reponía el gel de ducha.."
47556,"cuatro estrellas más bien se refieren al estándar de hace años. Vestíbulo muy bonito y renovado, pero las habitaciones no habían sido renovadas durante mucho tiempo. El WiFi funciona muy mal, TV vieja, no hay canales internacionales. en el baño hay un asiento de inodoro roto y una ducha de la abuela, una bañera con cabezal de ducha y un desastre encima de la cabeza. el hongo era oscuro y distintivo, se veía que había sido cubierto con pintura varias veces. un lugar no se consigue de la noche a la mañana, por lo que ofrecer a los clientes una habitación así, especialmente a ese precio, no es justo. El hongo es perjudicial para la salud y la gente que trabaja en el hotel lo sabe. No había gel en la ducha y el contenedor estaba vacío."
47557,"El precio que cobran por la reserva es demasiado elevado en relación a lo que cobra el hotel, por el mismo precio que podría haber sido con desayuno incluido. Nada que destacar sobre el hotel."
47558,"restaurarlo. siempre con moscas y muy baja calidad, 4 estrellas."
47559,"la limpieza deja mucho que desear: cadáver de una cucaracha aplastado en la pared sigue ahí a pesar del paso de las amas de llaves, insonorización también escuchamos todos los saltos mortales de los demás cara sonriendo con sudor friío, para toallas nuevas hay que pedir ni piscina ni gimnasio para una asombrosa sonrojada de 4 caras."
47560,sitio de construcción en el pasillo
47561,Ubicación a lo largo de un bulevar ruidoso.
47562,"Ubicación: hotel frente a una avenida transitada, aunque las habitaciones tienen aislamiento acústico de 80. Habitación: pequeña, mala decoración, baño razonable, el aire acondicionado no funcionaba correctamente."
47563,"Pocas instalaciones, solo un restaurante. Éramos dos parejas y reservamos la misma habitación, pero una pareja tenía una habitación con ducha y la otra con bañera. No nos gusta ducharnos en el baño. 1 ascensor para este gran hotel no es suficiente, por la mañana estaba tan ocupado que a veces teníamos que esperar 10 minutos. También puedes subir por las escaleras de emergencia."
47564,tarifas de desayuno
47565,la habitación! Baño anticuado y muy ruidoso.
47566,"Paredes muy finas, muy ruidosas por la noche."
47567,"No tiene piscina ni bar en la azotea. No es un lugar para pasar vacaciones, estaría bien para un viaje de negocios."
47568,la hora del desayuno podría ser más larga
47569,"No se podía bajar el aire acondicionado y no se podía poner el ventilador más alto. Además, las bicicletas siempre estaban completas, por lo que nunca se podía alquilar una."
47571,
47572,"Mobiliario anticuado y parcialmente roto. Conexión a Internet muy inestable. Personal un poco molesto, tal vez teniendo un mal día."
47573,personal de cafeteria antipático
47574,"Desafortunadamente, los mejores días del hotel ya quedaron atrás. Nunca había visto un hotel tan pobre.  El cuarto de baño con bañera y ducha probablemente recuerda la fecha de construcción del hotel, hace unos 20 años. el baño no está muy limpio, las juntas entre los azulejos han desaparecido desde hace mucho tiempo, todo parece como si estuviera a punto de estallar en llamas. En general: muy, muy bueno por este precio."
47575,"La llegada no buscó ningún esfuerzo por parte del personal de recepción para explicar el espacio de estacionamiento gratuito. No hay bandeja de cortesía en la habitación ni botella de agua. por otro lado, bandeja y nevera repletas de comida y bebida para comprar. Trabajos realizados en el hotel de 9 a 20 horas. resonancia en la cámara de taladros y similares."
47576,"El hotel está situado en un bulevar de 4 carriles muy ruidoso, bastante lejos del casco antiguo. Habíamos planeado una estancia de 3 noches y aunque pudimos cambiar de habitación, la acortamos a 2 noches. La zona donde está ubicado el hotel no es atractiva."
47577,"Los muebles de la suite donde me alojé estaban desgastados y sucios. el armario no estaba limpio. el baño se podría reformar. La habitación no tiene cortinas, pero sí algunas feas. Por el dinero pagado por el alojamiento, teníamos expectativas mucho más altas."
47578,El personal del establecimiento no fue decisivo a la hora de ayudar con los problemas. Cobraron el coste del desayuno de los niños sin avisarnos.
47579,El personal del bar del hotel podría ser más amable y motivado.
47580,"Estábamos en el lado de la calle, las ventanas aislan muy mal el ruido. desayuno caro, 15!"
47581,oreja recta
47582,"Personal extremadamente antipático en el desayuno, horario de desayuno demasiado corto, te echaron a las 10 en punto. Sin atmósfera en absoluto"
47583,"el hotel está situado en una zona menos de moda de valencia. Hay muchos edificios anticuados en la zona, a menudo huele a orina y está situada en una calle muy transitada. Habíamos reservado una suite junior. habitación superior, si no estuviera ubicada en la parte delantera del edificio. el mal aislamiento de las ventanas te hace sentir como si estuvieran abiertas. Tuvimos una primera noche muy mala e incluso dormimos con tapones para los oídos. Después de informar esto a recepción, nos dieron otra habitación estándar en la parte trasera. mucho menos ruido, pero también se notó que las paredes están muy mal aisladas. Si los vecinos están viendo la televisión, ni siquiera en voz alta, se puede oír todo al instante. el desayuno era muy básico."
47584,wi-fi no rápido en la habitación
47585,"evidentemente anticuado, el baño presentaba el lavabo reflejado en una suite junior. sin bidé"
47586,Equipamiento básico de las habitaciones para 4 personas. Sin tetera/cafetera. sin botella de agua.
47587,"Algunos miembros del personal mostraron una actitud poco acogedora una vez que entendieron que nuestro grupo era italiano, además del hecho de que no estaban disponibles para entender nuestro idioma... este es un hotel de 4 estrellas y esto no es aceptable."
47588,No todo fue tan genial.
47589,"la habitación era un poco vieja, el baño parecía remendado, la pared del baño estaba toda pegada. El servicio del chico de la tarde en la recepción fue 2 sobre 10, ni siquiera te mira a los ojos para saludarte, te da información de mala gana y necesita urgentemente formación como recepcionista. El servicio de los chicos de la mañana fue bueno."
47590,"Al hacer el check-in, estaré encantado de recibir recomendaciones, folletos o información útil sobre Valencia por parte del personal."
47591,También habíamos reservado la cena. Esto nos pareció un poco decepcionante.
47592,¡Un poco ruidoso cuando el servicio de limpieza comienza a limpiar algunas habitaciones temprano en la mañana!
49896,no hay nada que no me gustara
49917,wifi poco potente. no hay armario.
49920,nada
49930,nada.
49934,nada
49937,nada
49938,"limpieza primera noche , armario poco funcional"
49949,que no tuviese sevice room.
49965,sin omentarios
49980,nada
50007,nada
50015,no tiene piscina eche de menos un armario
50031,nada
50034,no tiene piscina
50099,me gusta que no me atiendan con prisa
50126,"camas diminutas, poco acogedora"
50127,nada
50137,nada
50144,no hay servicio de habitaciones de heno
50145,ausencia de minibar.
50164,recepcionista agua 4
50188,nada
50225,todo ok
50228,las vistas
50238,no habia shampooo
50247,poco armario
50250,todo estuvo genial
50252,nada
50264,nada
50296,me faltó armario.
50301,el buffet del desayuno
50312,nada.
50317,limpieza regular
50329,todo ok.
50331,nada
50335,nada. todo me gustó.
50351,armario
50364,nada negativo que destacar
50378,nada.
50398,
50408,nada
50415,me gustó todo!!
50469,falta de minibar en la habitacion
50493,el check in muy lento
50494,el check in muy lento
50508,nada
50521,nada
50538,buffet escaso
50553,nada
50567,nada
50575,nada
50579,nada
50586,me gustó de todo
50588,"nada, todo de 10"
50592,me gustó todo
50594,nada
50625,ya
50637,no tengo ningun comentario negativo
50638,nada
50642,no encontré nada que no me gustara
50652,nada
50657,"nada, todo me gustó."
50660,nada
50663,no tengo ninguna pega
50670,la almohada tan baja
50672,nada
50695,el tv que no era smart tv
50696,nada
50697,nada
50719,nada
50720,nada
50731,nada
50756,sin armarios
50780,demasiado caro para lo que ofrecen
50794,nada
50815,no tiene nevera
50817,nada
50818,el trato distante del personal. no son amables
50827,me gusto todo
50839,nada
50847,nada
50880,nada
50886,nada
50889,no refiere
50910,nada
50912,nada. todo me gustó
50938,todo nos gusto
50957,la cama fatal
50958,nada...todo me gusto
50978,no tengo ninguna queja de nada.
50984,nada
50996,todo nos gustó.
50997,nada
51000,nada
51004,no hubo nada que no me gustara.
51008,no tengo una mala critica
51009,nada
51013,la almohada
51041,nada
51057,todo estuvo genial
51058,nada
51071,la falta de minineveras
51090,nada
51093,nada
51101,falta de armario
51103,todo estuvo adecuado
51109,que no había nd
51114,no hay nada negativo para decir.
51117,nada.. todo perfecto.
51120,absolutamente nada.
51128,nada
51141,nada
51142,falta de bidé
51154,debería haberse quedado más
51155,"Ten en cuenta que no está en el centro de la ciudad, si buscas lugares históricos que estén cerca de ti, necesitas usar transporte público."
51156,Parece viejo y de bajo mantenimiento.
51157,calidad y limpieza de la habitación
51158,habitación bastante básica-
51160,Aparcamiento complicado al principio pero lo resolvimos bien.
51161,No había hervidor de agua una tarde. No hubo nadie en recepción durante 15 minutos.
51162,el desayuno no está bien demasiadas opciones
51163,"Paredes delgadas, mal aislamiento, se podía escuchar a los huéspedes de las habitaciones circundantes haciendo ruido, también a los trabajadores de la construcción cercanos con sus máquinas temprano en la mañana. No había nevera en las habitaciones."
51165,personal
51166,"No es hierro, pregunté pero el hierro estaba roto."
51168,ninguno.
51170,"Es un hotel realmente básico para lo que pagas, no hay nevera ni hervidor de agua, puedes pedirlo, las habitaciones son decadentes, al menos la habitación que nos dieron, las cortinas estaban un poco rotas, sucias y algunos pequeños detalles. En general España se está poniendo cara por lo que pagas."
51171,la habitación es pequeña
51173,Me faltaba el armario de la habitación.
51174,"Las imágenes no son claras. Reservamos pensando que había piscina, como se ve en la primera foto. es necesario explicar que es una cadena de hoteles y la diferencia entre ellos. El aparcamiento tampoco es gratuito, sólo 3 horas."
51175,"Las opciones de comida en el hotel Ilunion Aqua 3 durante el fin de semana fueron horribles. La comida era desagradable y no fresca, opciones muy limitadas. Además, las paredes de los pasillos y de las habitaciones son tan finas que se podía oír a otras personas todo el tiempo."
51176,"Son dueños de su sitio web y en booking.com indica que el check-in está disponible a partir de las 2:00 p. m., pero tuve que esperar dos horas antes de poder conseguir mi habitación."
51177,"El desayuno está disponible en la sección de 4 estrellas del hotel al otro lado del patio. No tiene una buena relación calidad-precio, es muy caro. simplemente tome un café y un pastelito local."
51178,falta de mini nevera.
51179,una mini nevera hubiera estado bien
51180,"Cama pequeña como cama supletoria en la habitación. Además, la puerta de cristal del baño no es buena para compartir habitación."
51181,Los ascensores no funcionaban muy bien.
51182,nada
51183,no tener pantuflas en la habitación
51184,Nos hubiera gustado que hubiera un hervidor de agua para té o café en la habitación. esto era un poco básico y la bañera no debería haberse roto
51185,"Las paredes eran bastante delgadas, por lo que se podía escuchar si los otros huéspedes hacían ruido. el baño tenía una puerta de vidrio que no se podía cerrar herméticamente ni tenía llave."
51187,problemas con los pases de llave de la habitación y la obtención de papel higiénico adicional cuando sea necesario.
51188,No hay plancha gratis en la habitación.
51189,"Hubiera preferido no verme en el espejo de la cama en una ubicación extraña, nunca había mirado la vista, pero un bote de basura adecuado hubiera sido bueno. La papelera del baño no siempre se abría."
51190,A las 30 de la noche el suplemento a pagar por un perro es muy alto.
51191,No diría que no me disgusta lo que necesitan y lo están haciendo es actualizar las instalaciones para discapacitados.
51192,"estacionamiento disponible. El único lugar disponible para estacionar un automóvil es en el área de estacionamiento del centro comercial, en el espacio de estacionamiento asignado por el hotel, pero aun así, estacionamiento caro. El bono del hotel para aparcar no es tan bueno. mejor sin coche!"
51194,algunas áreas necesitan más limpieza
51195,"El colchón de nuestra cama era terrible, muy incómodo."
51196,ruido de otras habitaciones
51197,"habitación pequeña, decoración de la habitación, armario pequeño, no hay minibar, enchufes"
51198,la habitación era tan pequeña
51201,No hay tetera ni cafetera en el dormitorio.
51202,difícil estacionar
51203,"El mayor inconveniente fue que el wifi no funcionó durante toda nuestra estancia de 6 días, y la recepción dijo que no había funcionado durante al menos una semana antes. Dijeron que era un problema de Vodafone en el área, pero no estoy seguro de que alguien haya intentado solucionarlo. El desayuno era bastante pobre para el precio, sin verduras frescas y poca variedad de quesos. el café tenía solo 2 opciones para elegir: café simple y americano, aunque las frutas estaban buenas. El desayuno no era obligatorio, lo cual era bueno."
51204,wifi muy pobre
51205,el wifi no funcionó
51206,¡sin refrigerador!
51208,El aire acondicionado se apagaba automáticamente cada dos horas.
51209,"Necesita un poco de mantenimiento, pero en general, buen espacio por el precio..."
51210,"No hay enchufe al lado de un lado de la cama. mala perspectiva desde la ventana. comida caliente en el desayuno no muy caliente. No es fácil de encontrar al nivel de la calle, la señalización es deficiente."
51211,servicio de limpieza ruidoso temprano en la mañana
51214,
51216,"No hubo muchos cambios en el menú del desayuno, ya que era casi exactamente el mismo todos los días. la habitación en sí era sencilla: no tenía la mejor ropa de cama ni el mejor colchón, y los accesorios de la ducha no se adaptaban a la altura. la mampara de vidrio de la ducha de la bañera parecía insegura, ya que no estaba completamente asegurada a la bañera y se temía que se rompiera peligrosamente con un deslizamiento incorrecto en la bañera. Ojalá hubiera una cafetera en la habitación. la televisión era muy pequeña. Asegúrate de tener un adaptador para las tomas de corriente con capacidad para 220, como es el caso en los países europeos. y no hay piscina."
51218,una tetera o una mini nevera serían perfectas.
51219,Es un hotel antiguo. las habitaciones estaban deterioradas.
51220,Hubiera sido perfecto si la habitación tuviera minibar o nevera.
51221,"- El hotel está situado en una muy buena zona de Valencia, aunque lejos del centro de la ciudad. - personal no muy amable en la recepción - el tamaño de la habitación y la puerta del baño, bastante incómodos - muebles muy viejos"
51223,Las camas podrían ser mejores.
51224,Ojalá hubiera una mejor selección de bebidas y cócteles en el bar.
51225,los colchones estaban un poco anticuados
51226,El espacio de la habitación es un poco pequeño con 2 maletas y una cuna.
51227,"La habitación era muy básica y la cama, aunque cómoda, era bastante ruidosa. Había mal estado de un azulejo en el cuarto de baño. Además, solo estaba separado del dormitorio por una puerta de vidrio esmerilado, por lo que si necesitabas las instalaciones por la noche o temprano en la mañana no podías ver a menos que encendieras la luz y luego iluminaba el dormitorio. Considerando todo esto, seguía siendo un hotel encantador y lo recomendaría."
51228,nada todo bien. personal muy agradable y atento.
51229,Le vendría bien un hervidor y una mininevera.
51230,El precio era ligeramente más alto de lo que esperaría de este tipo de hotel. Desde el nivel de la calle tuvimos dificultades para llegar a la entrada del hotel; Podrían haber proporcionado una mejor explicación por correo electrónico antes de la llegada.
51231,"Puede que fuera nuestra habitación, pero la cama era muy incómoda. aunque era lo suficientemente grande para dos adultos, podíamos sentir cada resorte y, si uno de nosotros se movía, literalmente se podía escuchar el sonido del colchón cada vez. el hotel está en una excelente ubicación para el parque científico y las actividades allí, pero no está ubicado en el centro en lo que respecta a la ciudad; es aproximadamente una media hora a pie si no se detiene con los niños, agregue al menos otros 20 minutos, si no más; el transporte público llegó al centro de la ciudad, pero tomó el mismo tiempo, por lo que terminamos haciendo un combo de regreso en taxi a pie la mayoría de los días. No es un problema en absoluto para algunos, pero es algo que las familias deben señalar:"
51232,"no hay hervidor de agua en la habitación, no hay acceso a la plancha, solo hay un servicio costoso disponible, no hay muchos programas de televisión disponibles, diseño de lámparas de cama inviables, ventana con vista a la pared de otro edificio, puerta corrediza de vidrio al baño, cortinas, demasiado grandes y polvorientas."
51234,No hay metro cerca del hotel.
51236,Ubicación algo alejada del centro.
51237,"el baño no tiene una puerta adecuada,"
51238,todo fue genial
51239,"la habitación era demasiado pequeña para 3 personas. no había un armario adecuado para guardar el equipaje y la ropa: sólo un perchero lleno de hambre, aunque inutilizable debido a un pilar cercano. la cama individual adicional era básicamente como una cama plegable añadida a una habitación doble. No hay artículos de tocador, solo jabón. No lo recomendaría para estancias de más de una noche."
51240,el tamaño de la habitación para tres personas y la falta de minibar
51241,desayunos - la comida caliente no estaba caliente
51243,"Habitaciones demasiado pequeñas, está bien para una persona y no con más de una bolsa."
51245,La recepcionista me hizo esperar 1 hora y 45 minutos en el vestíbulo para obtener mi llave. Llegué temprano debido a mi vuelo. Mencioné que podría llegar pero temprano. La última vez que estuve aquí no tuve ningún problema con la llave. Ella me preguntó si quería doble o gemelo. Le dije doble pero tengo gemelo.
51246,"Desafortunadamente, uno de los invitados en el mismo piso pensó que estaba en casa y mantuvo la puerta constantemente abierta para que los niños corrieran por el pasillo de un lado a otro gritando muy fuerte, durante nuestra última noche especialmente estuvieron jugando a abrir y cerrar la puerta con su tarjeta durante bastante tiempo. Pero eso no tiene nada que ver con el hotel, fueron la mayoría de los problemas de los padres. Lo único que faltaba en la habitación era la tetera."
51250,Esperé 2 horas para que mi habitación estuviera disponible con cama doble y luego me dieron una habitación inadecuada con 3 camas individuales.
51251,"Demasiado caro para la temporada baja, es un lugar cómodo, pero no de categoría superior, las habitaciones son bastante pequeñas y básicas."
51252,"Mini refrigerador, hervidor de agua podría haber estado disponible."
51253,sin fallas
51254,el aire acondicionado no funcionó.
51256,"La nevera en la habitación lo haría. Falta escobilla de baño, ¿por qué? El desayuno está bien, pero faltan verduras y pescado. Algunos miembros del personal podrían ser más amables en el check-in."
51257,"El aire acondicionado en la sala de desayunos era demasiado fuerte, la televisión solo tenía canales en español."
51258,"El desayuno era el mismo todos los días, los ascensores eran muy lentos, la cama era incómoda, no había nevera en la habitación, las cortinas estaban rotas."
51259,"Los ascensores son una cara agotada muy pobre. Al hotel en sí le vendría bien un lavado de cara, las alfombras están muy gastadas. Ilunion 3 en Cortes Valencia es un hotel muy superior, ¡tal vez sea un hotel más joven!"
51260,"Podría haber habido un armario en la habitación para guardar todas nuestras cosas. Más verduras para el desayuno, como tomates, pepinos, pimientos y aguacates."
51261,el desayuno era razonable. Los huevos duros hubieran estado bien. Los huevos revueltos instantáneos no tenían sabor y el café estaba malo. Si eres goloso entonces estás bien. El aire acondicionado se controla de forma centralizada. hacía bastante frío en medio de la noche.
51262,"Pequeño gemido, pero esperaba algunos puntos de carga USB para teléfonos y tabletas. Además, hubiera querido un TB inteligente."
51263,No parecía haber hervidores ni frigoríficos en las habitaciones.
51264,Nuestra habitación 101 al lado del ascensor es un poco molesta. Sería un problema si tienes el sueño ligero.
51265,Las camas eran de muy mala calidad y a todos nos costó dormir.
51267,Encontrar el lugar debido a que booking.com tiene el código postal incorrecto una vez más.
51268,No hay armario. Bastante pequeño espacio para colgar la ropa.
51269,buffet sencillo
51270,Se podía oír a los vecinos de al lado y a la gente del pasillo bastante alto. Habitación no insonorizada.
51271,La habitación no tenía mininevera.
51274,"- Aunque la limpieza de la habitación se realizaba todos los días, cuando entramos por primera vez a la habitación, los pisos estaban bastante sucios ya que no se aspiraba. -Se notaban algunas manchas en las sábanas -La ducha del baño a menudo se llenaba debido a la acumulación de lo que parecían pelos en el orificio de drenaje."
51275,"No había nevera ni cafetera en la habitación. Además, cuando se nos pidió artículos de tocador adicionales, no había ninguno disponible."
51276,"Desafortunadamente, los de las habitaciones vecinas eran muy ruidosos a altas horas de la mañana y temprano en la mañana e intentaron entrar a nuestra habitación.  confundido con su habitación, por lo que no es la mejor noche de sueño, pero no es culpa del hotel."
51277,Las llaves de la habitación no funcionaron durante los primeros 7 días. Poco espacio para ponerse la ropa.
51278,Las llaves de la habitación debían cambiarse varias veces al día durante los primeros 7 días. poco espacio para ponerse la ropa
51279,"Una habitación más grande hubiera estado bien, pero era perfectamente adecuada. El desayuno solo se sirve a partir de las 7 a. m., lo cual es demasiado tarde para nosotros, pero entendemos que está bien para la mayoría de las personas."
51280,Las llaves de las habitaciones no funcionaron durante los primeros 7 días; era necesario cambiarlas entre 1 y 3 veces al día.
51281,El acceso a la recepción fue un poco extraño debido a la ubicación en un edificio complejo y a la mala señalización.
51283,"Habíamos reservado con antelación y por eso creo que nos dieron la habitación más pequeña y antigua frente al ascensor, ya que no habíamos pagado tanto como los demás, ¿tal vez? No es un factor decisivo, solo para tu información: el área para colgar no tenía ningún lugar para vestidos largos. azulejos rotos en el baño, etc."
51284,Echamos de menos tener una nevera en la habitación.
51285,minibar y cafetera
51286,"La cama me pareció muy dura e incómoda, pero cada persona es diferente."
51287,"El desayuno era pobre, no era variado, no era casero, parecía pasteles, pan, donas recién comprados en el supermercado, en los servicios de bienvenida encontramos vasos rotos dentro de la ensalada de frutas al llegar, nuestra habitación estaba preparada para 3 personas, con una cama supletoria preparada, luego le informo al personal de recepción si es seguro que esta cama es para nosotros porque solo somos dos, y luego retiran la cama supletoria, 2 veces tenemos señal de dnd pero el portero abrió la puerta y entró, no es el fin del mundo, pero cuando estás En vacaciones quieres estar despreocupado y sin preocuparte de que te abran la puerta. Sin acondicionador ni zapatillas."
51288,"la cama era pequeña, llena de bultos y tenía resortes ruidosos."
51289,"La probabilidad de que tu pareja se despierte cuando vas al baño por la noche es de 100, ya que la puerta no cierra bien, es más como un cristal que se mueve."
51290,El costo del estacionamiento fue un poco excesivo pero está bien para una estadía corta. No me gustaría pagar 14 por día durante dos semanas.
51291,"El aislamiento no es tan bueno, se puede escuchar a los vecinos hablar y cerrar las puertas. La puerta del baño tiene poco hueco por lo que tienes menos privacidad."
51292,"El desayuno no era tan bueno y solo había algunas opciones. Además, la habitación era pequeña."
51294,No hay hervidor ni nevera en la habitación.
51295,La primera noche no sabía cómo apagar la diversión del baño y había demasiado ruido.
51296,"las habitaciones están un poco anticuadas, las camas tienen colchones de muelles y me hicieron un número en la espalda: el acceso al hotel es un poco complicado, pero una vez que aprendes todas las formas de acceder, se vuelve más fácil."
51298,"No tenía cafetera, bar ni nevera pequeña."
51299,Baldosas del baño en estado peligroso.
51300,No hay un buen restaurante de cócteles en la azotea.
51302,"El dispensador de agua no tenía la opción de llevar agua normal al piso, cada vez que tengo que ir al piso superior para obtener agua normal. La recepcionista dijo que enviarían personal para proporcionar la opción de agua normal, pero nadie vino. Para obtener agua caliente tenemos que ir a otro hotel del edificio para mi hijo."
51303,"La habitación era muy pequeña, ni siquiera tenía un armario. sólo una barra con un par de perchas. no hay espacio para poner nada; Por suerte no vinimos con muchas maletas. La cama doble no era una cama doble, sino solo 2 camas individuales juntas. La organización del desayuno a pesar de que la comida era muy buena fue desastrosa. Había una cola de 30 a 40 personas esperando para conseguir una mesa, mientras que había muchas mesas disponibles. La sala de desayunos no era muy grande, pero no tenían suficiente personal. El acceso al hotel es extraño, a través del estacionamiento subterráneo y un centro comercial. El aparcamiento costaba unos 16 euros por 24 horas, incluso después de aplicar un ticket con descuento proporcionado en la recepción. Hotel muy caro por el espacio y el servicio. Básicamente lo único que pagas es la ubicación y el desayuno."
51304,"Mi calificación sigue siendo una que refleja la decepción que tuve cuando llegué a la recepción y me dijeron que las fotografías de la reserva con la piscina eran de otro hotel suyo, que estaba en otra parte de la ciudad. elimine las imágenes y cambie la descripción si no puede ofrecer lo que atrae a sus clientes."
51305,la falta de cajones y la falta de armario adecuado. necesita un poco de actualización
51306,"Habitación extremadamente pequeña con un mal diseño. No hay hervidor ni mesa en la habitación. Televisor pequeño y no funcional. El aire acondicionado no funcionaba bien. Ambas camas eran demasiado pequeñas. No parecía un hotel Ilona Union como los de Sevilla y Madrid. Cuando entramos al estacionamiento, no se emitieron multas. El estacionamiento se comparte con un centro comercial. Durante el check-out, la recepcionista no nos proporcionó un boleto con código de descuento y no pudimos salir del estacionamiento. Regresé, recogí el código y luego hice el pago del estacionamiento."
51307,"La habitación era bonita, pero la puerta del baño era un inconveniente. no sólo era transparente, lo que significaba que no protegía la habitación de la luz que entraba desde el baño, sino que estaba diseñado para abrirse y cerrarse deslizándose, lo que significaba que cubría el interruptor de la luz lateral. La habitación también estaba fría porque el sistema de aire acondicionado se encendía continuamente tan pronto como se insertaba la tarjeta. También había ascensores muy lentos que daban miedo porque daban la impresión de que podían quedarse atascados, afortunadamente esto nunca sucedió."
51310,"No había té, ni café ni ganado disponible. No había nevera en la habitación y el restaurante estaba cerrado. No hay nevera en las habitaciones. mi cama no era buena para mi espalda demasiado desgastada y con picazón."
51311,"El único problema es que el aire acondicionado no funciona correctamente, hace demasiado calor y se siente la misma temperatura que afuera."
51313,"Nada importante, pero las persianas se quedaban atrapadas en la ventana cuando la abrimos."
51314,"Solo nos alojamos aquí por una noche, pero desafortunadamente, varios problemas hicieron que la estadía fuera incómoda. las cortinas estaban rotas y la unidad de aire acondicionado dejó de funcionar en medio de la noche, lo que hizo que la habitación fuera incómodamente calurosa. También se oía un fuerte ruido de obras en el exterior. Además, cuando tuvimos un problema durante nuestra estancia, el inglés del personal era bastante limitado, lo que dificultó la comunicación. Una experiencia decepcionante, esperando que nuestra próxima estadía en Ilunion Aqua 4 sea mucho mejor."
51318,"Dos veces el personal de limpieza abrió la puerta de nuestra habitación sin llamar, una vez fue a las 6 de la mañana mientras dormíamos. Confiamos en que fueron accidentales pero aún así perturbadores y podrían haber sido inseguros."
51321,"cama muy incómoda. No había sábanas más cálidas, el precio del perro era una locura. ¡Pagamos por un caniche estándar por tres noches 90 euros!"
51323,las camas no eran muy cómodas.
51324,"muy limpio, bien cuidado."
51325,"Las habitaciones podrían estar más limpias, sin embargo, las toallas se cambiaban con más frecuencia de la necesaria."
51328,"Nada, todo estuvo genial."
51330,la gente ruidosa gritando y llorando por la noche. Las paredes quizás sean demasiado delgadas.
51331,"La principal queja fue que sólo había una pequeña barandilla en la habitación. sin armario ni cajones. Por lo tanto, no queda otra opción que vivir con la maleta. También hubiera estado bien una nevera."
51333,"Limpieza y estado de la habitación del hotel. Había un poco de gel de ducha líquido, posiblemente, en el piso del baño, la bañera está llena de manchas amarillas que no se ven muy bien, y además la silicona cerca de la bañera es negra y manchada, lo que hace que todo el baño parezca sucio. La recepción del hotel da una gran primera impresión, pero una vez que entras en la habitación es un poco decepcionante."
51334,nada
51335,"requiere renovación, cortinas, cama, televisor, sillas, todo está muy viejo, rayado y exige reemplazo."
51336,"La habitación era pequeña, no había armario, el aire acondicionado no se apagaba en absoluto y se reiniciaba a 21 c."
51338,habitación ruidosa
51339,la ubicación. Llegué a las 10 de la noche y fue muy difícil encontrar la entrada al hotel.
51340,No hay nevera en la habitación para bebidas y frutas...
