,comentario_general
13429,yo volveria
13431,BIEN
13432,Gran hotel en una excelente ubicación y una gran terraza en la azotea.
13433,en cualquier momento
13436,Buena relación calidad-precio con bonitas habitaciones en una buena ubicación.
13437,excepcional
13441,Muy buen hotel para una estancia corta!
13444,súper
13447,vacaciones súper agradables! ¡Lo reservaría de nuevo!
13448,bonitas vistas al mar y bonito hotel
13449,Recomendado por unos días Pulgar Hacia Arriba
13452,capullo de hotel
13453,genial
13454,BIEN
13456,estuvo bien
13457,excelente ubicación y el personal muy servicial
13460,Definitivamente lo recomiendo por su buena relación precio-rendimiento.
13461,buena estancia
13462,excepcional
13463,servicios y recepcion
13466,BIEN
13468,Me encantaría volver aquí otra vez.
13470,muy buena ubicacion! buen desayuno! hermosas habitaciones
13473,excepcional
13474,falta estacionamiento
13475,"estancia agradable, pero muy mala habitación"
13476,BIEN
13477,"Excelente ubicación, muy limpio y acogedor."
13478,"Mi segunda estancia, estoy decepcionado con la habitación."
13479,BIEN
13480,BIEN
13481,ideal para vacacionistas Ballermann
13482,puede ir
13483,diferencia de precio decepcionante
13484,BIEN
13485,intestino
13486,No es digno de 4 estrellas.
13487,no como se esperaba
13488,BIEN
13489,"La mitad de la estadía fue buena, ¡pero tuve problemas para conseguir la habitación solicitada!"
13490,muy bien.
13491,"Está bien por 2-3 días, definitivamente no más"
13492,un hotel con buena ubicación en el paseo marítimo de Can Pastilla
13493,adecuado para una estancia corta
13494,BIEN
13495,"hotel tranquilo, cerca del mar y del aeropuerto"
13496,BIEN
13497,¡Volvería a reservar el hotel en cualquier momento!
13498,Ideal para tres noches máximo.
13499,BIEN
13500,quedaron satisfechos en general
13501,BIEN
13502,fabuloso
13503,Lamentablemente esta vez fue muy decepcionante porque las fotos no correspondían con la reserva deseada.
13504,BIEN
13505,BIEN
13506,BIEN
13508,vete a otra ciudad!
13509,Estuve allí en la misma época el año pasado y fue simplemente genial. El hotel ha cambiado en todo en un año.
13510,BIEN
13511,"¡Fue agradable, pero en parte demasiado caro!"
13512,BIEN
13513,BIEN
13514,BIEN
13515,"Califico el hotel como bueno, un lugar ideal como base."
13516,nos encantaría volver
13517,BIEN
13519,viaje corto
13520,BIEN
13521,"Muy buena estancia en el hotel Arenas por mi cumpleaños, un pequeño guiño a nuestra señora de la limpieza que fue un encanto."
13522,Está bien para unas cortas vacaciones en octubre en Mallorca.
13523,Altamente recomendado para unas vacaciones cortas.
13526,"Buena ubicación en la playa, pero un poco ruidosa."
13529,BIEN
13530,BIEN
13531,"mala memoria porque el primer día me robaron la cartera, al tercer día me robaron un estuche"
13532,"Fue hermoso, la ubicación es hermosa, podría ser mejor, los servicios en este hotel fueron mejores en los últimos años."
13533,hotel bueno para unas vacaciones de fiesta
13534,"Bueno, pero no perfecto. Volvería, pero no por el precio que pagué."
13535,BIEN
13536,Estuvo realmente bien para una reserva a corto plazo.
13537,Está bien para una estancia corta.
13538,"relajante, hermosa"
13539,Bien por dos noches.
13540,Estancia mediocre.
13541,BIEN
13542,bonito hotel con una excelente ubicación
13544,Muy bueno para una estancia de 4 a 5 días.
13545,Ubicación genial y buena para unas vacaciones cortas.
13546,"Buena pernoctación, comida de mala calidad."
13547,una buena base cerca de palma
13548,La relación calidad-precio estuvo perfectamente bien.
13549,estancia agradable
13550,BIEN
13551,muy mal
13552,Buena oportunidad para pasar la última noche de tus vacaciones cerca del aeropuerto.
13553,BIEN
13554,aceptable
13555,BIEN
13556,"bueno, asequible y agradable!"
13557,Rendimiento de precio bien. No quería tomarme una semana de vacaciones allí.
13558,demasiada gente
13559,BIEN
13560,sencillo y bien situado
13561,BIEN
13562,agradable y buena ubicación
13563,"Ok, pero por lo demás no más."
13564,Hotel con una excelente ubicación pero aún mejorable en algún rincón u otro.
13565,aceptable
13566,"sin riesgo, sin diversión;  Está bien para una estancia corta y el precio."
13567,Buen hotel para una noche y para llegar al aeropuerto.
13568,decepción
13569,"Cuidado con el personal de limpieza, durante nuestra ausencia faltaron 50 euros del bolso."
13570,BIEN
13571,BIEN
13572,encantador hotel
13573,"Está bien durante unos días, especialmente si quieres estar a poca distancia del aeropuerto."
13574,no esta mal pero hay mejores
13575,"estuvo bien, pero no volvería a elegir este establecimiento"
13576,nacido
13577,buen descanso familiar
13578,BIEN
13579,Es una tontería.
13580,grandes rodamientos aunque
13581,exitoso
13582,aceptable
13583,BIEN
13585,estuvo bien por este precio
13586,OK
13587,Necesito calidez y seguridad
13588,BIEN
13589,aceptable
13590,aceptable
13591,BIEN
13592,aceptable
13593,BIEN
13594,Recomendado por el precio.
13595,BIEN
13596,Muy adecuado para una estancia corta.
13598,estuvo bien
13599,BIEN
13600,ya estaba mejor
13601,no es un 4 estrellas
13602,Volveríamos para un viaje corto.
13603,Bonito hotel para una estancia corta con un aspecto pragmático debido a su buena ubicación. muy bonita zona del vestíbulo!
13604,aceptable
13605,mal
13606,Un buen hotel con una ubicación perfecta en el pueblo de Can Pastilla.
13607,"Hotel, las habitaciones están bien hasta el momento. La limpieza en algunos rincones es mejorable y hay que trabajar en la comida."
13608,BIEN
13609,BIEN
13610,mal
13611,pésimo
13612,Excelente ubicación con habitaciones limpias y modernas pero caras y el desayuno deja mucho que desear.
13613,guapo pero no baila
13614,aceptable
13615,criada ladrona
13616,"Bonito hotel para un viaje corto, cerca del aeropuerto. No es un punto culminante culinario."
13617,Tuvimos una estancia agradable y tranquila.
13618,"Buena estancia, podría haber sido mejor con un buffet digno de un hotel de 4 estrellas."
13619,"Está bien, pero no merece sus estrellas."
13620,una vez pero nunca más
13621,bastante decepcionado
13622,aceptable
13624,BIEN
13625,BIEN
13626,agradable por unos días
13627,BIEN
13628,aceptable
13629,Esperaba más por las bellas fotografías del hotel.
13630,BIEN
13632,BIEN
13633,estancia agradable pero
13634,prima
13636,"La ubicación es muy buena, un ascensor no es suficiente para un hotel grande. Falta personal en recepción, lo que provoca una larga espera."
13637,BIEN
13638,evitar
13639,"Estaba bien, ¡pero liquidación!"
13640,felices fiestas
13641,simplemente malo
13643,Lo único que falta: ¡limpieza! Lástima que sea sólo fundamental.
13646,Lamentablemente no me sentí bien
13647,aceptable
13648,aceptable
13649,no lo recomiendo en absoluto
13650,BIEN
13651,¡Tengo una mala habitación! ¡El personal de recepción es un desastre!
13652,no más veces aquí
13653,aceptable
13655,aceptable
13656,BIEN
13657,BIEN
13658,Está bien por unos días.
13659,BIEN
13660,personal amable y servicial. el hotel desgastado y las piscinas así como el desayuno no experimentaron amigo
13661,Reservé y pagué una habitación con vista frontal y me dieron una habitación pequeña con vista lateral.
13663,ninguna recomendación
13664,sigue siendo demasiado caro para lo que es
13665,pobre
13666,¡Nos decepcionó!
13669,aceptable
13671,BIEN
13673,Bonitos espacios comunes pero una habitación lúgubre.
13674,querido y desagradable
13675,No forn yd con esta estancia.
13676,"Buena estancia a pesar de no tener buena comida, no hay aparcamiento y es más céntrico, lo cual no es nada práctico."
13677,aceptable
13678,"Buen hotel en una buena ubicación, pero la limpieza podría ser mejor."
13680,No recomiendo este hotel para nada
13681,PROMEDIO
13682,Todavía estuvo bien durante los dos días.
13683,Hotel aceptable con muy buena ubicación pero precio demasiado elevado para las carencias que tiene.
13684,aceptable
13685,pro: hermosa terraza en la azotea; Desventaja: comida mediocre y cama demasiado pequeña.
13686,está bien
13687,Puedes hacerlo por unos días.
13688,No volvería a reservar este hotel
13689,más o menos. La ubicación y el diseño eran buenos. De lo contrario no volvería a reservar aquí.
13690,"Era práctico, cerca de la playa, pero esperaba más del desayuno."
13691,BIEN
13692,Para nosotros a estos precios no otra vez.
13693,suficiente para 2 días
13694,decepcionante
13695,no tan genial
13696,aceptable
13697,lugar tranquilo y estancia maravillosa
13698,ya no tiene que serlo
13699,"Está bien, pero no es una recomendación."
13700,¡Qué decepción!
13701,"En general no está mal, pero no volvería."
13702,Hotel cerca del aeropuerto ideal para hacer escala
13703,podría mejorarse solo con personal diferente
13704,BIEN
13705,"La estadía fue muy mala, nos molestó la historia de pedir más dinero."
13706,demasiado caro
13707,pésimo
13708,¡Por favor no reserve una habitación estándar!
13709,"Podemos recomendar el hotel y los pequeños detalles son de alto nivel. casi no tiene sentido usarlos por turnos, son lentos"
13710,PROMEDIO
13711,mal
13712,personal grosero
13713,mal
13714,experiencia de terror catastrófica
13715,sin responsabilidad
13716,fueron trasladados a otro hotel
13717,pésimo
13718,¡Absolutamente no hay 4 estrellas para mí!
13719,No volveré.
13721,pésimo
13722,Estuvo bien por las 2 noches y aceptamos la situación.
13723,"El hotel tiene potencial, pero la limpieza..."
13724,te estoy engañando
13725,nunca más. no recomendado!!!
13726,nunca más en este hotel
13727,¡¡Nunca fue tan malo como en todos mis innumerables viajes!! Espero que me contactes dentro de 100 euros.
13728,BIEN
13729,caro y no agradable
13731,aceptable
13732,fue simplemente genial.
13733,Maravilloso alojamiento en la playa que satisface todas las necesidades.
13734,Perfecto para una estancia corta
13735,"Considerándolo todo, creemos que fue una estancia agradable."
13736,BIEN
13737,básicamente todo estuvo bien
13738,BIEN
13739,aceptable
13740,excepcional
13745,excepcional
13749,excepcional
13751,excepcional
13752,excepcional
13753,excepcional
13755,excepcional
13756,excepcional
13757,excepcional
13758,excepcional
13761,excepcional
13763,excepcional
13765,excepcional
13766,excepcional
13767,excepcional
13769,excepcional
13771,excepcional
13773,excepcional
13775,excepcional
13776,excepcional
13777,excepcional
13779,excepcional
13780,excepcional
13781,excepcional
13782,excepcional
13785,excepcional
13786,excepcional
13787,excepcional
13791,excepcional
13809,excepcional
13817,excepcional
13819,BIEN
13820,BIEN
13821,BIEN
13822,BIEN
13823,BIEN
13824,BIEN
13825,BIEN
13826,BIEN
13827,aceptable
13828,BIEN
13829,BIEN
13830,BIEN
13834,pésimo
13835,excepcional
13836,excepcional
13841,excepcional
13843,excepcional
13844,excepcional
13845,excepcional
13847,excepcional
13848,excepcional
13850,excepcional
13851,excepcional
13853,excepcional
13854,excepcional
13855,excepcional
13862,excepcional
13863,excepcional
13864,excepcional
13866,excepcional
13868,excepcional
13869,excepcional
13870,excepcional
13871,excepcional
13872,excepcional
13873,excepcional
13875,excepcional
13876,excepcional
13877,excepcional
13879,excepcional
13880,excepcional
13881,"Todo fue excepcional. El personal fue muy servicial, especialmente Carmen fue tan encantadora. Muchas gracias."
13882,excepcional
13884,excepcional
13887,excepcional
13893,excepcional
13894,excepcional
13896,excepcional
13897,excepcional
13898,excepcional
13899,excepcional
13900,excepcional
13905,excepcional
13906,excepcional
13908,excepcional
13910,excepcional
13914,excepcional
13915,excepcional
13916,excepcional
13917,excepcional
13918,excepcional
13919,de primera categoría
13922,excepcional
13923,excepcional
13924,excepcional
13925,excepcional
13926,excepcional
13930,excepcional
13932,excepcional
13933,excepcional
13939,excepcional
13944,excepcional
13946,excepcional
13947,excepcional
13949,excepcional
13953,excepcional
13955,excepcional
13962,excepcional
13963,excepcional
13969,excepcional
13970,excepcional
13972,excepcional
13973,excepcional
13974,excepcional
13978,excepcional
13980,excepcional
13981,"estancia maravillosa, ubicación perfecta y hermoso hotel!"
13982,excepcional
13983,excepcional
13984,excepcional
13989,excepcional
13996,excepcional
14007,excepcional
14012,excepcional
14030,excepcional
14032,BIEN
14033,BIEN
14034,BIEN
14035,BIEN
14036,BIEN
14037,BIEN
14039,BIEN
14040,BIEN
14043,BIEN
14044,BIEN
14045,BIEN
14048,BIEN
14049,BIEN
14050,BIEN
14051,aceptable
14052,BIEN
14053,mal
14054,aceptable
14055,pésimo
14057,pésimo
14058,BIEN
14062,Precioso hotel con un gran desayuno y una gran terraza en la azotea.
14064,excepcional
14066,excepcional
14068,excepcional
14074,excepcional
14076,excepcional
14077,excepcional
14078,excepcional
14080,excepcional
14081,excepcional
14085,excepcional
14093,excepcional
14096,excepcional
14097,excepcional
14100,excepcional
14102,excepcional
14104,excepcional
14110,excepcional
14111,excepcional
14113,excepcional
14114,excepcional
14116,excepcional
14117,excepcional
14120,excepcional
14124,excepcional
14125,excepcional
14126,increíble establecimiento con el mejor personal
14127,excepcional
14128,excepcional
14130,excepcional
14131,excepcional
14132,excepcional
14135,excepcional
14137,excepcional
14138,excepcional
14139,excepcional
14140,excepcional
14142,excepcional
14144,excepcional
14145,excepcional
14149,excepcional
14150,excepcional
14151,excepcional
14155,excepcional
14156,excepcional
14157,excepcional
14159,excepcional
14160,excepcional
14162,excepcional
14163,excepcional
14166,excepcional
14168,excepcional
14171,excepcional
14172,excepcional
14174,excepcional
14175,ubicación increíble!
14179,excepcional
14180,excepcional
14182,gran hotel
14186,excepcional
14188,excepcional
14189,excepcional
14190,excepcional
14191,excepcional
14195,excepcional
14197,excepcional
14198,excepcional
14199,excepcional
14200,excepcional
14201,excepcional
14207,excepcional
14208,excepcional
14211,excepcional
14213,excepcional
14215,excepcional
14218,excepcional
14219,excepcional
14221,excepcional
14225,excepcional
14226,excepcional
14228,excepcional
14230,excepcional
14233,excepcional
14236,excepcional
14237,excepcional
14239,excepcional
14243,excepcional
14247,excepcional
14248,excepcional
14251,excepcional
14252,excepcional
14256,excepcional
14258,excepcional
14260,excepcional
14262,excepcional
14263,excepcional
14264,excepcional
14266,excepcional
14271,excepcional
14273,excepcional
14274,excepcional
14279,excepcional
14283,excepcional
14287,excepcional
14288,excepcional
14289,relajantes vacaciones cortas
14292,excepcional
14293,excepcional
14304,excepcional
14305,excepcional
14306,excepcional
14309,excepcional
14313,excepcional
14314,"Disfruté mi estadía con la vista desde la azotea, lo recomiendo mucho."
14315,excepcional
14316,excepcional
14317,excepcional
14318,excepcional
14319,excepcional
14320,excepcional
14322,excepcional
14323,excepcional
14327,excepcional
14328,excepcional
14329,excepcional
14330,excepcional
14337,excepcional
14339,excepcional
14340,excepcional
14342,excepcional
14343,excepcional
14344,excepcional
14347,excepcional
14348,excepcional
14353,excepcional
14354,excepcional
14356,excepcional
14357,¡Unas cortas vacaciones muy agradables en un gran hotel!
14358,excepcional
14359,absolutamente recomendado
14361,excepcional
14362,excepcional
14363,excepcional
14373,excepcional
14378,excepcional
14379,excepcional
14383,excepcional
14389,excepcional
14390,excepcional
14391,excepcional
14393,excepcional
14400,excepcional
14404,excepcional
14405,excepcional
14406,excepcional
14407,excepcional
14411,excepcional
14414,excepcional
14415,excepcional
14418,excepcional
14420,excepcional
14421,excepcional
14423,perfecto
14431,excepcional
14435,excepcional
14436,excepcional
14438,excepcional
14439,excepcional
14440,excepcional
14443,excepcional
14445,excepcional
14446,excepcional
14447,excepcional
14448,excepcional
14450,excepcional
14452,Magnífico
14455,excepcional
14457,excepcional
14458,excepcional
14459,excepcional
14460,excepcional
14461,excepcional
14462,excepcional
14466,excepcional
14467,excepcional
14471,excepcional
14473,excepcional
14474,excepcional
14476,excepcional
14480,excepcional
14485,excepcional
14489,excepcional
14490,excepcional
14491,excepcional
14494,excepcional
14495,excepcional
14496,excepcional
14498,excepcional
14503,excepcional
14504,en definitiva muy bien!!!
14505,excepcional
14509,excepcional
14512,excepcional
14514,excepcional
14516,excepcional
14517,excepcional
14518,excepcional
14519,excepcional
14521,excepcional
14522,excepcional
14525,excepcional
14527,siempre es un placer
14528,Bonito hotel con personal amable.
14531,excepcional
14535,excepcional
14537,excepcional
14540,excepcional
14541,excepcional
14542,excepcional
14543,excepcional
14547,excepcional
14552,excepcional
14553,excepcional
14555,excepcional
14558,excepcional
14561,excepcional
14562,excepcional
14567,excepcional
14568,excepcional
14569,excepcional
14571,excepcional
14575,excepcional
14578,excepcional
14610,"El hotel es bonito. Sin embargo, en la zona de descanso del tejado hay muy pocas zonas de sombra. no puedes acostarlos"
14612,excepcional
14614,excepcional
14616,una estancia agradable en un hotel agradable
14640,excepcional
14649,excepcional
14675,excepcional
14693,excepcional
14701,excepcional
14709,excepcional
14731,excepcional
14732,excepcional
14736,excepcional
14752,excepcional
14753,excepcional
14754,excepcional
14757,excepcional
14760,"Todo fue genial, hotel exactamente como se describe, excelente ubicación"
14764,excepcional
14775,excepcional
14807,excepcional
14834,excepcional
14835,excepcional
14843,BIEN
14844,BIEN
14845,BIEN
14846,BIEN
14847,BIEN
14848,BIEN
14849,BIEN
14850,BIEN
14851,BIEN
14852,BIEN
14853,BIEN
14855,BIEN
14856,BIEN
14857,BIEN
14858,BIEN
14859,BIEN
14860,BIEN
14861,BIEN
14862,BIEN
14863,BIEN
14865,BIEN
14866,BIEN
14867,BIEN
14868,BIEN
14870,BIEN
14871,BIEN
14872,BIEN
14873,BIEN
14874,BIEN
14877,BIEN
14878,BIEN
14879,BIEN
14880,BIEN
14881,BIEN
14882,BIEN
14883,aceptable
14884,BIEN
14885,pésimo
14886,BIEN
14889,BIEN
14890,BIEN
14893,BIEN
14894,BIEN
14896,BIEN
14897,aceptable
14898,BIEN
14899,BIEN
14900,aceptable
14903,BIEN
14904,BIEN
14905,BIEN
14909,BIEN
14911,adecuado para una estancia corta - 4 es un poco excesivo
14912,BIEN
14913,BIEN
14914,BIEN
14915,BIEN
14917,BIEN
14918,BIEN
14920,BIEN
14921,BIEN
14922,BIEN
14923,BIEN
14924,BIEN
14925,aceptable
14926,BIEN
14927,BIEN
14928,BIEN
14929,BIEN
14930,aceptable
14932,aceptable
14933,BIEN
14934,mal
14935,BIEN
14937,mal
14940,pésimo
14941,agradable
14943,BIEN
14945,pésimo
14946,BIEN
14947,aceptable
14948,BIEN
14949,BIEN
14950,muy mal
14951,aceptable
14952,BIEN
14953,BIEN
14954,mal
14955,aceptable
14956,aceptable
14957,BIEN
14958,aceptable
14959,aceptable
14960,BIEN
14961,mal
14962,pésimo
14964,BIEN
14965,BIEN
14966,BIEN
14967,BIEN
14968,aceptable
14969,BIEN
14973,excepcional
14974,todo fue genial
14975,excepcional
14979,excepcional
14984,BIEN
14992,genial
14993,estuvo genial
14994,recomendado ñ
15003,excelente hotel
15006,muy buena
15007,regular
15013,BIEN
15014,BIEN
15019,vuevo
15024,Valencia
15042,BIEN
15048,simple
15057,BIEN
15068,BIEN
15083,repetiré
15089,inmejorable
15106,BIEN
15115,buen lugar
15125,volvería
15126,BIEN
15130,BIEN
15133,BIEN
15150,gratísima.
15159,perfecto para un kit kat de finde
15161,excelente
15165,BIEN
15176,BIEN
15182,amigos
15183,bueno
15192,una estancia genial.
15197,seguro vuelvo
15200,hotel genial
15210,bueno
15211,buen hotel
15215,genial
15218,perfecta
15235,valencia vintage informal
15247,relajarse
15248,para repetir!
15256,valencia entre vintage
15257,BIEN
15259,satisfactoria
15261,BIEN
15274,satisfecho
15283,BIEN
15291,BIEN
15295,BIEN
15299,excelente
15302,BIEN
15306,BIEN
15324,excelente
15328,repetible sin duda
15329,faltan detalles
15334,satisfecho
15335,buen sitio
15342,BIEN
15356,BIEN
15362,Fantástico
15364,opciones
15371,BIEN
15372,BIEN
15375,BIEN
15378,hotel causal vintage en valencia
15381,bonito hotel
15383,todo super
15384,BIEN
15385,BIEN
15389,fin de semana valencia
15393,BIEN
15401,BIEN
15403,súper
15409,BIEN
15416,BIEN
15423,BIEN
15425,valencia vintage informal
15426,excelente
15427,BIEN
15429,BIEN
15430,BIEN
15432,BIEN
15435,BIEN
15442,pacífico
15444,sin duda repetiré
15445,solo 1 noche para dormir
15448,estuvo bien
15453,BIEN
15454,BIEN
15462,increible!!!
15466,BIEN
15470,excelente lugar
15477,BIEN
15478,BIEN
15484,zona genial
15487,valencia antigua
15491,bueno
15496,BIEN
15497,BIEN
15498,BIEN
15499,BIEN
15500,satisfactoria
15508,BIEN
15509,BIEN
15511,BIEN
15512,BIEN
15515,BIEN
15517,BIEN
15521,BIEN
15522,BIEN
15525,BIEN
15526,BIEN
15529,BIEN
15530,BIEN
15531,BIEN
15532,BIEN
15533,BIEN
15540,excepcional
15542,"estancia breve, pero perfecta, seguro que volveremos."
15543,excepcional
15544,excepcional
15546,excepcional
15548,lo he recomendado
15551,excepcional
15552,excepcional
15553,excepcional
15554,maravilloso
15556,excepcional
15557,excepcional
15558,excepcional
15559,excepcional
15560,excelente
15561,excepcional
15563,excepcional
15564,excepcional
15565,trabajo
15566,excepcional
15567,excepcional
15568,excepcional
15569,excepcional
15571,excepcional
15572,excepcional
15573,excepcional
15574,excepcional
15575,excelente lugar.
15576,excelente
15577,perfecto
15579,¡¡súper!!
15580,excepcional
15581,excepcional
15582,excepcional
15584,excelente hotel
15585,excepcional
15586,excepcional
15588,excepcional
15589,excepcional
15591,excepcional
15592,excepcional
15594,excepcional
15595,excepcional
15597,excepcional
15598,excepcional
15600,excepcional
15607,excepcional
15608,excepcional
15609,excepcional
15610,excepcional
15611,excepcional
15613,excepcional
15614,excepcional
15616,excepcional
15618,excepcional
15619,excepcional
15620,excelente
15621,excepcional
15622,excepcional
15623,excepcional
15627,excepcional
15632,excepcional
15633,excepcional
15635,excepcional
15636,fenomenal
15637,excepcional
15639,excepcional
15640,excepcional
15641,excepcional
15643,excepcional
15644,extraordinario.
15645,excepcional
15646,excepcional
15647,excepcional
15649,excepcional
15652,increíble
15655,todo excelente
15656,excepcional
15657,excepcional
15658,excepcional
15660,excepcional
15661,excepcional
15662,excepcional
15667,excepcional
15668,excepcional
15669,excepcional
15670,excepcional
15673,excepcional
15675,excelente
15677,excepcional
15681,excepcional
15682,excepcional
15683,excepcional
15684,excepcional
15685,excepcional
15688,excepcional
15690,excepcional
15691,excepcional
15692,excepcional
15693,excepcional
15694,excelente
15697,excepcional
15699,excepcional
15703,perfecta
15708,excepcional
15710,bueno
15711,excepcional
15713,excepcional
15714,perfecto
15716,¡¡¡Fantástico!!!
15718,excepcional
15724,excepcional
15726,quiero volver
15730,excepcional
15735,excepcional
15739,¡excelente!
15740,excepcional
15741,excepcional
15744,excepcional
15745,perfecta
15746,excepcional
15749,excepcional
15750,disfruta del centro de valencia
15751,perfecto
15752,excepcional
15753,excepcional
15755,reparadora
15757,excepcional
15758,excepcional
15759,excepcional
15760,excepcional
15761,excepcional
15764,excepcional
15767,excepcional
15770,excepcional
15771,excepcional
15775,excepcional
15776,excepcional
15779,súper
15781,excepcional
15785,perfecto
15786,excepcional
15787,excepcional
15788,excepcional
15789,excepcional
15791,excepcional
15792,excepcional
15794,excepcional
15796,excepcional
15800,excepcional
15804,inmejorable
15806,genial
15807,excepcional
15808,excepcional
15809,excepcional
15810,excepcional
15811,excepcional
15813,excepcional
15814,mal
15815,excepcional
15816,excepcional
15817,excepcional
15820,excepcional
15823,excepcional
15824,maravilloso  otra vez!
15825,excepcional
15827,excepcional
15828,excepcional
15830,excepcional
15831,excepcional
15833,excepcional
15834,excepcional
15839,excepcional
15841,excepcional
15842,excepcional
15843,excepcional
15844,excepcional
15845,excepcional
15846,formidable
15849,excepcional
15852,¡genial!
15853,excepcional
15854,excepcional
15855,excepcional
15858,excepcional
15859,excelente
15865,terraza inmejorable
15866,excepcional
15867,excepcional
15868,excepcional
15870,excelente
15871,excelente lugar
15872,excepcional
15873,excepcional
15874,excepcional
15875,un sitio diferente!
15876,excepcional
15878,excepcional
15879,excepcional
15883,excepcional
15884,magnifico alojamiento.
15887,recomendado 100
15889,te amo casual vintage
15890,excepcional
15891,excelente
15892,excepcional
15893,bueno
15894,excepcional
15895,excepcional
15896,excepcional
15897,excepcional
15899,excepcional
15902,excepcional
15903,excelente
15904,genial
15906,excepcional
15907,excepcional
15909,excelente hotel
15910,excepcional
15911,excepcional
15913,volvería
15914,excepcional
15915,excepcional
15916,excepcional
15917,mediocre
15918,excepcional
15919,excepcional
15923,aceptable
15924,volveremos!
15927,excepcional
15928,excepcional
15931,BIEN
15932,mal
15933,excepcional
15934,frío
15938,aceptable
15943,aceptable
15944,aceptable
15945,excepcional
15946,excepcional
15948,buen hotel
15950,excepcional
15951,excepcional
15952,mejorable
15953,no volvería
15956,mal
15957,aceptable
15958,aceptable
15962,excepcional
15964,excepcional
15966,excepcional
15967,normalita
15968,excepcional
15972,excepcional
15973,pésimo
15974,aceptable
15975,aceptable
15977,excepcional
15978,excepcional
15979,repetiré
15991,excelente
15995,muy mal
15996,agradable
15997,no volvería
16005,excepcional
16007,muy mal
16008,excepcional
16009,aceptable
16011,aceptable
16014,aceptable
16016,agradable
16017,OK
16020,aceptable
16022,aceptable
16026,BIEN
16027,aceptable
16029,aceptable
16030,podría ser mejor
16034,aceptable
16035,aceptable
16037,aceptable
16038,regular
16047,aceptable
16048,aceptable
16049,"desafortunadamente, no volveré"
16052,mal
16054,horrible.
16060,limpieza a mejorar.
16062,no volveré nunca jamás
16068,aceptable
16069,pésimo
16071,pésimo
16076,excelente
16077,perfecta- excelente
16079,excepcional
16083,excepcional
16084,bueno
16086,BIEN
16087,excepcional
16089,"estancia fabulosa, en la ubicación perfecta."
16090,Recomendaría este lugar a las personas que buscan un lugar más barato pero agradable en el centro de la ciudad.
16091,"Buena estancia, pero la situación del agua caliente y el mantenimiento del patio necesitan mejoras."
16093,"ubicación perfecta, excelente precio"
16094,"Ubicación perfecta, delicioso desayuno y personal amable."
16095,estancia confortable en el corazón de valencia
16097,"increíble ubicación, vale la pena"
16099,céntrico y acogedor
16100,excelente.
16104,"Excelente ubicación, muy central."
16107,"agradable escapada a la ciudad, personal muy amable y excelente ubicación."
16108,muy bien
16109,estancia muy agradable.
16111,Fantástica estancia en Valencia y magnífica ubicación en un estilo vintage informal en el centro de esta increíble ciudad.
16113,Precioso hotel con personal amable en una zona muy céntrica.
16114,muy agradable para una estancia corta
16115,Ubicación perfecta en el corazón del casco antiguo de Valencia.
16117,Este hotel tiene una excelente ubicación y quedamos satisfechos con nuestra mejora gratuita.
16121,"Excelente hotel, hotel limpio y confortable en el centro de Valencia. el personal de recepción fue excelente"
16122,bonito lugar en el centro de la ciudad
16125,Muy recomendable para cualquiera que visite Valencia.
16126,ubicación perfecta y super personal
16127,"Solo pasamos una noche en Valencia y esta fue la estancia ideal para nosotros, ya que pudimos caminar y ver muchas de las atracciones de Valencia."
16130,Idealmente ubicado para todo lo que probablemente quieras ver en el centro de la ciudad.
16131,buen hotel
16132,"Si volviéramos a visitar valencia, sin duda nos alojaríamos de nuevo en este hotel."
16133,BIEN
16134,unas vacaciones muy cómodas con un personal súper servicial en una ubicación perfecta
16135,¡muy bien!
16137,muy bonito hotel en el corazón de valencia
16138,en el centro de la ciudad
16139,"Este era un hotel ideal para 2 adultos y 2 mayores de 19 a 17 años. La ubicación central era magnífica, con muchos lugares turísticos."
16140,Una ciudad increíble y tener un hotel con una ubicación tan ideal definitivamente nos ayudó a disfrutar nuestro viaje.
16141,"Excelente ubicación, ligero ambiente de albergue en lugar de hotel."
16143,"Excelente ubicación, personal amable con increíbles vistas de la ciudad."
16146,base perfecta para una escapada a la ciudad
16148,paella de marisco y mucha sangría cada día es la vida. Me encanta Valencia y los hoteles informales. ¡¡nos vemos pronto!!
16151,Bonito hotel. Excelente ubicación.
16152,agradable estancia
16153,"Interior moderno y peculiar, ubicación fabulosa, personal excelente. Lo recomendaría."
16154,gran lugar para el centro de valencia
16156,muy limpio. calle demasiado ruidosa
16158,"Ubicación fantástica, personal encantador, habitaciones bonitas y cómodas."
16159,buen lugar para alojarse en valencia
16161,excelente ubicación central
16164,muy útil
16165,agradable y peculiar hotel en una buena ubicación.
16167,bien
16168,"En general, un hotel fabuloso en medio de la acción."
16170,Un bonito y espacioso lugar para alojarse en el corazón de Valencia.
16171,Todo el personal fue muy amable y servicial. La ubicación es excelente pero no hay área de descanso en este hotel.
16172,excelente
16173,estancia fantástica para una escapada a la ciudad
16174,gran lugar.
16175,cómoda ubicación perfecta
16176,Precioso hotel con amplias habitaciones y excelentes vistas.
16177,Lugar ideal para una escapada en pleno centro de Valencia.
16179,gran cama lástima del desayuno
16180,Es difícil superar la comodidad y la ubicación a este precio.
16181,"Me alojaría aquí de nuevo. conveniente, cómodo y limpio."
16183,asombroso
